row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
All types,3770,94,90,3586,3152,82,79,2991,72,5,3,64,546,7,8,531
Rerun required Runoff required .,,,69 21,,,,59 20,,,,2 I,,,,8 0,
Consent elections,30,0,2,28,25,0,2,23,I,0,0,I,4,0,0,4
Rerun required Runoff required,,,2 0,,,,2 0,,,,0 0,,,,0 0,
Stipulated elections .,3171,68,72,3031,2619,60,63,2496,60,4,2,54,492,4,7,481
Rerun required Runoff requited,_ -,_ -,55 17,_ -,_ -,_ -,47 16,_._ -,_ -,_ -,I 1,,____ -,_ -,7 0,
Regional Director-directed,565,25,16,524,505,21,14,470,10,1,I,8,50,3,I,46
Rerun required Runoff required,,,12 4,,,,10 4,,,,1 0,,,,I 0,
Board-directed,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0
Rerun required Runoff required,,,0 0,,,,0 0,,,,0 0,,,,0 0,
Expedited-Sec. 8(b)(7XC) .,2,I,0,I,I,1,0,0,1,0,0,1,0,0,0,0
Rerunrequired ............................................... Runoff required,,,0 0,,,,0 0,,,,0,,,,0 0,
