row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Delaware,9,2,I,I,0,0,7,905,825,301,205,96,o,0,524,37
Maryland,97,42,24,15,1,2,55,5930,5124,2476,1718,418,205,135,2648,3086
Distnct of Columbia,22,14,9,1,0,4,8,708,583,328,238,12,15,63,255,350
Virginia,57,20,13,2,0,5,37,5522,5050,1893,1420,326,0,147,3157,1026
West Virginia,24,11,6,2,1,2,13,1431,1263,609,247,214,31,117,654,370
North Carolina,34,17,12,5,0,0,17,2821,2575,1125,725,281,1 19,0,1450,935
South Carolina,25,12,11,/,0,0,13,3169,2888,1160,1091,69,0,0,1728,774
Georgia,82,32,22,7,1,2,50,7739,7197,3187,2511,594,75,7,4010,2411
Florida,86,33,17,12,0,4,53,6130,5845,2539,1837,447,12,243,3306,2041
South Atlantic,436,183,115,46,3,19,253,34355,31350,13618,9992,2457,457,712,17732,11030
Kentucky,81,32,13,17,2,0,49,4595,4216,1496,809,441,241,5,2720,1026
Tennessee,85,32,21,9,0,2,53,9396,8450,3552,2896,472,5,179,4898,2529
Alabama,67,35,31,3,0,1,32,5512,5049,2549,2368,101,41,39,2500,2563
Mississippi,30,1 3,II,1,0,1,17,3761,3474,1759,1610,100,o,49,1715,1649
East South Central,263,112,76,30,2,4,151,23264,21189,9356,7683,1114,287,272,11833,7767
Arkansas,37,11,8,2,0,I,26,4224,3876,1567,1483,41,0,43,2309,811
Louisiana,44,23,14,7,0,2,21,2792,2522,964,670,267,0,27,1558,831
Oklahoma,36,8,7,1,0,o,28,2572,2154,890,850,40,o,0,1264,772
Texas,111,46,30,12,I,3,65,7528,6653,3027,1727,1078,22,200,3626,2430
West South Central,228,88,59,22,I,6,140,17116,15205,6448,4730,1426,22,270,8757,4844
Montana,35,14,9,2,2,1,21,1208,1105,432,115,93,200,24,673,486
Idaho,23,8,3,3,I,I,15,595,504,1 84,123,36,20,5,320,87
Wyoming Colorado,7,3,,0,0,0,4,129,119,48,30,0,18,0,71,30
,46,22,3 19,,,,24,2643,,,,,40,5,1250,891 40
New Mexico,13,3,3,3,o 0,o,10,678,2218,968,863,60,,149,369,
Anzona,32,11,8,0 2,1,0 0,21,2256,"645 1,982",276 951,78 745,33 190,16 10,6,1031,845
Utah,18,7,4,3,0,0,II,434,401,151,88,63,0,0,250,100
