row_label,col_1
I. Applications for fees and expenses before the NLRB.,I. Applications for fees and expenses before the NLRB.
A. Filed with Board '12,A. Filed with Board '12
C. Awards ruled on. I. By administrative law judges.,
Granting 3 Denying 8,Granting 3 Denying 8
2 By Board:,
Granting,1
Denying .............. .......... .................... ........... .............,6
II. Applications for fees and expenses before the circuit courts of appeals: A. Awards ruled on.,1
Granting Denying,6
"B. Amounts of fees and expenses recovered pursuant to court award S25,000.00","B. Amounts of fees and expenses recovered pursuant to court award S25,000.00"
