row_label,col_1,col_2
Total Board decisions,Total Board decisions,2394
Contested decisions,Contested decisions,1607
Unfair labor practice decisions,1108,
"Initial (includes those based on stipulated record) 1,018","Initial (includes those based on stipulated record) 1,018",
Supplemental Backpay 37,5,
Determinations in jurisdic-,48,
tional disputes Representation decisions,tional disputes Representation decisions,497
After transfer by regional directors for initial de-,27,
cision After review of regional director decisions,cision After review of regional director decisions,
On objections and/or chal- lenges,400,
Other decisions,Other decisions,2
unit Amendment to certification,2,
Union-deauthorization,Union-deauthorization,
Noncontested decisions,Noncontested decisions,
Unfair labor practice,523,787
Representation,261,
Other,3,
