row_label,col_1,col_2,col_3
Received-Closed-Pending,1,Types of Elections_,11
Distribution of Intake: by Industry,5,Union-Shop Deauthorization Polls-Results of,12
Geographic,"6A, B",Valid Votes Cast,14
Court Litigation,,Unfair Labor Practice Cases,
Appellate Decisions,19A,Received-Closed-Pending,"1, lA"
Enforcement and Review Injunction Litigation,19 20,"Allegations, Types of",2
Miscellaneous Litigation,21,Disposition: by Method,7
Representation and Union Deauthorization Cases,,by Stage Jurisdictional Dispute Cases,8
General Received-Closed-Pending,,(Before Complaint),7A
,"1, 1B",Formal Actions Taken Remedial Actions Taken,3A 4
Disposition: by Method by Stage,10,Size of Establishment (Number,18
Formal Actions Taken,9 3B,of Employees),
Elections,,Amendment of Certification Unit Clarification Cases,and
Final Outcome Geographic Distribution Industrial Distribution,"13 15A, B 16",Received-Closed-Pending Disposition by Method,1 10A
Objections/Challenges: Elections Conducted,11A,Formal Actions Taken,3C
Disposition - Party Filing_,11D 11C,Advisory Opinions,
Rerun Results,11E,Received-Closed-Pending,22
,11B,Disposition by Method,22A
Ruled on,,,
