row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Maine,12,4,I,I,1,1,8,1188,1055,431,272,9,26,124,624,114
New Hampshire,9,5,5,0,0,0,4,606,573,259,259,0,0,0,314,145
Vermont,7,3,1,2,0,0,4,231,217,97,75,22,0,0,120,31
Massachusetts,178,121,102,16,0,3,57,7827,6729,3430,2829,543,0,58,3299,3025
Rhode Island,12,9,6,2,0,1,3,287,265,153,73,• 58,0,22,112,179
Connecticut,52,22,14,7,0,1,30,4765,4252,"2,1:8)8",1390,575,13,30,2244,1786
New England,270,164,129,28,1,6,106,14904,13091,6378,4898,1207,39,234,6713,5280
New York,323,181,103,37,3,38,142,16615,13440,7795,4401,831,759,1804,5645,9801
New Jersey,187,83,44,27,I,11,104,10095,8673,4024,2612,1022,65,325,4649,3292
Pennsylvania,219,105,59,37,1,8,114,9487,8331,4061,2559,1071,32,399,4270,3790
Middle Atlantic,729,369,206,101,5,57,360,36197,30444,15880,9572,2924,856,2528,14564,16883
Ohio,235,105,66,32,5,2,130,14406,13155,5606,4335,913,256,102,7549,4091
Indiana,110,49,25,21,I,2,61,4927,4678,2091,1442,502,23,124,2587,1494
Illinois,171,65,37,14,2,12,106,8606,7549,3147,1819,454,75,799,4402,2162
Michigan,246,112,74,33,1,4,134,14469,12728,6190,4932,964,153,141,6538,5699
Wisconsin,94,28,16,9,0,3,66,5722,5225,2153,1353,470,26,304,3072,906
East North Central,856,359,218,109,9,23,497,48130,43335,19187,13881,3303,533,1470,24148,14352
Iowa,45 82,22,14 17,6,0,2,23 45,"1,886 2,658","1,713 2,468","899 1,163",528,333,0 36,38 210,"814 1,305","940 1,001"
Missouri,III,,28 3,3,0,3,57,5560,5001,2286,,,0,48,,1381
Minnesota,,37 54,,14 21,3 2,3,,,,,"548 1,256",369 934,48,,2715,
North Dakota,8,6,,0,0,0 0,2 2,213 169,201 158,104,70,34 18,0,0 0,97 94,131 29
South Dakota Nebraska,5 9,3 4,3 2,2,0,0,5,1479,1193,64 366,46 358,8,0,0,827,83
Kansas,40,II,8,3,0,0,29,1943,1791,515,384,131,0,0,1276,192
West North Central,390,137,75,49,5,8,163,13908,12525,5397,3190,1827,84,296,7128,3757
