row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Maine,26,16,10,2,1,3,10,1146,960,452,287,64,26,75,508,487
New Hampshire,13,7,5,2,0,0,6,398,362,229,145,84,0,0,133,231
Vermont,10,6,4,2,0,0,4,448,411,176,135,38,0,3,235,196
Massachusetts,136,62,39,13,0,10,74,11449,9924,4247,2209,923,560,555,5677,2724
Rhode Island,15,9,7,2,0,0,6,968,909,535,427,108,0,0,374,781
Connecticut,44,20,15,3,0,2,24,2277,2060,940,708,70,2,160,1120,756
New England,244,120,80,24,1,15,124,16686,14626,6579,3911,1287,588,793,8047,5175
New York,354,158,81,36,2,39,196,16004,13092,6547,2969,880,124,2574,6545,6803
New Jersey,152,72,39,21,1,11,80,7711,6680,3779,2530,563,29,657,2901,3723
Pennsylvania,245,104,53,34,3,14,141,8816,7890,3618,2221,927,68,402,4272,3079
Middle Atlantic,751,334,173,91,6,64,417,32531,27662,13944,7720,2370,221,3633,13718,13605
Ohio,250,92,65,22,4,1,158,9783,8897,3862,2887,723,152,103,5035,3110
Indiana,115,48,26,20,0,2,67,6729,6337,2847,2003,585,6,253,3490,2250
Illinois,219,96,44,21,4,27,123,7957,6991,3767,1742,548,91,1386,3224,4293
Michigan,275,118,67,34,7,10,157,15504,13623,6081,4196,1013,71,801,7542,4017
Wisconsin,132,70,39,22,0,9,62,7207,6620,4053,2024,916,0,1113,2567,4724
East North Central,991,424,241,119,15,49,567,47180,42468,20610,12852,3785,320,3653,21858,18394
Iowa,39,16,10,5,1,0,23,1824,1694,647,485,127,22,13,1047,477
Minnesota,121,42,29,9,0,4,79,3688,3235,1345,938,3(K),0,107,1890,1400
Missoun,172,83,43,31,6,3,89,5987,5072,2535,1534,842,65,94,2537,2936
North Dakota,11,4,1,2,I,0,7,473,446,300,20,75,205,0,146,294
South Dakota,2,1,1,0,0,0,1,14,14,7,7,0,0,0,7,6
Nebraska,17,7,7,0,0,0,10,671,508,172,151,21,0,0,336,100
Kansas,31,13,7,5,0,1,18,1725,1519,811,542,81,0,188,708,826
West North Central,393,166,98,52,8,8,227,14382,12488,5817,3677,1446,292,402,6671,6039
