row_label,col_1
18-R-4392 -,American Cabinet Hardware Corp.
16-R-2215,American Republics Corp.
4-R-2642,Binder Cooperage Co. Bodine Printing Co.
13-R-4268 9-R-2687,"Bradley & Gilbert Co., The."
10-R-2377,Central Foundry Co.
14-R-1700,Cerf Bros. Bag Co.
21-R-3832,Crysler Motors of Calif.
7-R-2594 6-R-1726,Clark Equipment Co. Clearfield
,Machine Co.
15M-R-81,Coca Cola Bottling Co. of Arkansas. Inc.
10-R-2616 13-R-4309,"Commercial Printers, Crane Co."
10-R-2634,"Fairmont Mills, Inc."
15-R-2137,Fayette Hardwood Co.
21-R-3961,Filtrol Corp.
10-R-2628,Florida All-Bound Box Co.
5-R-2913,"Freezer, J., & Sons."
3-R-1483,Gloversville Knitting Co.
1-8-3539,"Gongdon, P. G., Co."
2-R-7226 15M-R-46,"Hat Corp. of America, The. Huff Motor Co."
20-R-1582 2-R-7402,Idaho Maryland Mines Corp. rnterchemical Corp.
5-R-2964,"Jones, Paul, & Co., Inc."
16-R-2202,Kimbell-Texarkana Co.
4-R-2619,"Lehigh Valley Throwing Mills, Inc."
9-R-2544,Liggett & Myers Tobacco Co.
2-R-7543,"Lowenstein, Casper Inc."
7-R-2585,Macomb Trailer Coach Co.
16-R-1983,Med-Co Gasoline Co.
10-R-2642,"Meredith, William C., Co., Inc."
15-R-2057,Meridian Grain & Elevator Co.
2-R-7760,National Chair Co.
8-R-2662,"Neon Prodiicts, Inc."
1-R-3664,"New England Retinning, Inc."
4-R-2568,"Philadelphia Gas Works Co., The."
21-R-3734,Puritan Ice Co.
9-R-2708,Queen City Industries.
2-R-7766,Radiant Lamp Co. Raybestos Manhattan
2-R-6944,"Co., The. Metals Co."
5-R-2949,
,Reynolds Royal Palm Furniture
10-R-2444,Inc.
"20-R-1844 S & W Fine Foods, Inc.",
"15M-R-1930 Salant & Salant, Inc.","Factories,"
13-R-4219,"Samsel Time. Control, Inc."
