row_label,col_1,col_2
"Shakespeare Products Co., Shakespeare Co",48,1243
Shane Mfg. Co,45,1101
Shawinigan Resins Corp,47,1036
Shawnee Milling Co,44,73
"Sheffield Farms Co., Inc",42,1256
Sheffield Steel Corp. of Texas,43,956
Shell Development Co,47,507
Shelton Patton,45,315
"Sherwin-Williams Defense Corp., The",45,46
"Sherwin-Williams Defense Corp., The",46,325
"Siegel, Henry I., Mfg. Co",47,74
"Simmonds Aerocessories, Inc",42,179
Simonds Saw and Steel Co,47,1258
Smith Bros. Mfg. Co,46,1331
"Smith Wood Products, Inc",45,787
"Solar Aircraft Corp., Iowa",48,242
"Solar Aircraft Co., California",49,37
"Solvay Process Co., The",46,855
Solvay Process Co,47,1342
Somerset Ship Yards,48,430
Soo Woolen Mills,45,669
Southern Bleachery & Print Works,50,336
Southern Brewing Co,42,649
Southern Calif. Gas Co,44,1395
Southern Calif. Gas Co,47,690
Southern Counties Gas Co,47,64
Southern Counties Gas Co,47,69
Southern Indiana Gas & Electric Co,45,543
Southern States Portland Cement Co,49,970
Southern Wood Preserving Co,43,642
South Portland Shipbuilding Corp,45,1367
Southwell Wool Combing Co,47,876
"Southwestern Bell Telephone Co., Houston Tex",45,1078
"Southwestern Bell Telephone Co., New Athens, Ill",50,702
Southwestern Motor Carriers Corp,47,1473
Spandsco Oil & Royalty Co,43,886
Spinner Brothers Co,50,976
Square DCo,50,120
Standard Lime & Stone Co,48,424
Standard Oil Co. of New Jersey,43,528
"Standard Oil Corp., Ohio",48,1291
"Standard Oil Co., Ohio",50,802
"Standard Pattern Works, Hess, L. E., d/b/a",46,1353
Standard Ultramarine Co,43,1345
"Stanley Corp. of America, ét al Star Metal Co., Levin, Abe. S., t/a",45,625
,44,303
Startex Mills,44,486
