row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total,5223,4762,91 2,3120,1642,8033,6886,85.7,2314,4572
AFL-CIO,3944,3574,906,2189,1385,6073,5235,86.2,1880,3355
Unaffiliated,631,588,93 2,371,217,1765,1485,84 1,356,1129
AFL-CIO v Unaffiliated,648,600,92 6,560,40,195,166,85 1,78,88
