row_label,col_1,col_2
8(b)(1)(6). . ...........................................................,6,0.1
8(b)(2)(3). . ...........................................................,6,0.1
8(b)(2)(5). . ...........................................................,1,0
8(b)(3)(5). . ...........................................................,1,0
8(b)(3)(6). . ...........................................................,1,0
8(b)(1)(2)(3). . ......................................................,20,0.3
8(b)(1)(2)(5). . ......................................................,5,0.1
8(b)(1)(3)(6). . ......................................................,1,0
8(b)(1)(2)(3)(6). . .................................................,1,0
8(b)(1)(2)(5)(6). . .................................................,1,0
1,1,1
8(b)(1). . ...............................................................,5787,81.8
8(b)(2). . ...............................................................,549,7.8
8(b)(3). . ...............................................................,498,7.0
8(b)(4). . ...............................................................,712,10.1
8(b)(5). . ...............................................................,9,0.1
8(b)(6). . ...............................................................,10,0.1
8(b)(7). . ...............................................................,124,1.8
B1. Analysis of 8(b)(4),B1. Analysis of 8(b)(4),B1. Analysis of 8(b)(4)
Total cases 8(b)(4),688,100.0
8(b)(4)(A). . ..........................................................,37,5.4
8(b)(4)(B). . ..........................................................,396,57.6
8(b)(4)(C). . ..........................................................,22,3.2
8(b)(4)(D). . ..........................................................,212,30.8
8(b)(4)(A)(B). . ....................................................,12,1.7
8(b)(4)(A)(C). . ....................................................,1,0.1
8(b)(4)(B)(C). . .....................................................,5,0.7
8(b)(4)(A)(B)(C). . ...............................................,3,0.4
1,1,1
8(b)(4)(A). . ..........................................................,53,7.7
8(b)(4)(B). . ..........................................................,416,60.5
8(b)(4)(C). . ..........................................................,31,4.5
8(b)(4)(D). . ..........................................................,212,30.8
