row_label,col_1,col_2
V--0 Milling Company V Precision Instrument Co.,,
Wallace Corp,50,138
Webb-Linn Printing,(1),
Windsor Coal Co,44,859
"Winona Tool Mfg. Co., et al",(1),
Wright Aeronautical Corp,44,959
II. Representation,,
A. Representation Cases Decided on the Merits,,
Abraham Brothers Packing Co,47,1338
"Acme, Inc., The",47,448
Acme Wire & Iron Works,45,780
Active Tool & Mfg. Co,49,578
"Aero Supply Mfg. Co., Inc",46,-125
Aero Tool Co,50,84
"Agnew, S. A., Lumber Co., S. A. Agnew, d/b/a",44,1253
Air Reduction Sales Co,44,1057
Alabama Pipe Co,49,661
Allied Chemical & Dye Corp,50,709
"Allied Chemical & Dye Corp., Barrett Division",46,95
"Allis-Chalmers Mfg., Co., Norwood, Ohio",43,255
"Allis-Chalmers Mfg. Co., Greenfield, Wis",43,600
"Allis-Chalmers Mfg. Co., West Allis, Wis",47,85
"Allis-Chalmers Mfg. Co., Springfield, Ill",50,306
"Allis-Chalmers Mfg. Co., La Crosse, Wis",50,237
"Aluminum Co. of America, Maspeth, Long Island, N. Y",50,380
"Aluminum Co. of America, Detroit, Mich",50,233
"Aluminum Co. of America, Newark, Ohio",50,963
"Aluminum Co. of America, Alcoa, Tenn",42,772
"Aluminum Co. of America, Alcoa, Term",48,1186
"Aluminum Co. of Ame,rica, Lafayette, Ind",44,490
"Aluminum Co. of America, Aluminum Ore Co., Bauxite, Ark",47,1321
"Aluminum Co. of America, Vancouver, Wash",44,1111
"Aluminum Co. of America, Mead, Wash",49,1431
"Aluminum Ore Co, Illinois Fluorspar Division",43,285
American Agricultural Chemical Co,46,684
American Armament Corp,43,834
American Brake Shoe & Foundry Co,50,475
"American Can Co., Southern New Orleans Factory",43,838
"American Cyanamid Corp., Newark Plant",47,600
"American Cyanamid & Chemical Corp., Joliet, Ill",43,919
"American Cyanamid & Chemical Corp., West Bauxite, Ark",50,735
American Extract Co,,
,44,551
