row_label,col_1
21-11-8251,Consolidated Vultee Aircraft Corp.
21-11-3252,Consolidated Vultee Aircraft Corp.
14-11-1409,Container Mfg. Corp.
2-11-6510,"Continental Can Co., Plant No. 8."
2-R-7535,Continental Can Co.
14-R-1514,"Continental Can Co., National Stock Yards."
10-11-2352,Continental Gin Co.
7-11-2306,Continental Motors Corp.
15-R-1820,Corinth Machinery Co.
9-R-2645,Courier-Journal & Louisville Times Co.
4-11-2138,Courier Post Co.
8-R-2156,"Crawford Steel Foundry Co., The."
1-11-3476,Credit Bureau of Greater Boston.
15-R-1684,"Crescent City Ice Mfg. Co., Inc."
15-R-1729,Crescent Towing & Salvage Co.
15-11-1768,Crossett Chemical Co.
15-11-1769,Crossett Lumber Co.
6-11-1635,Crucible Steel Co. of America.
16-R-1743,Co.
,Cummer-Graham
10-R-1878,"Danita Hosiery Mfg. Co., Inc."
2-11-6921,"Dayton, Price & Co., Ltd., & Muller & Phipps Asia, Ltd."
14-R-1632,Dazy Corp.
21-R-3470,Deeco Co.
18-11-1714,"Deere, John, Dubuque Tractor Co."
7-R-2526,"Detroit Edison Co., The."
13-11-4286,"Dewey-Shepard Boiler Co., Inc., The. Diamond Match Co., The."
1-R-3310 13-11-4204,"Dick, A. B., Co."
7-R-2875,Die Tool Engineering Co. & Die Tool
5-RE-12,Pattern Co. Distributors Association of The Norfolk Area. Dohrmann Hotel Supply Co.
20-11-1802 4-R-2128,Domestic Engine & Pump Co.
1-R-3616,"Dominant, Inc."
2-R-6695,"Juan, Inc., & Don Juan Co., Inc."
,"Don Silk Hosiery Co., Inc."
15-11-1748,Dothan Corp.
1-R-3311,Draper Corp.
1-R-8376 13-R.-4282,"Draper Drewrys Ltd., W. S. A.,"
18-R-1551,Inc. Dryden Rubber Co.
18-11-1731,"C. A., Co. Pont, E. I., de Nemours"
,"Dunhan, du Fabric & Finishing"
4-R-1901 5-R-2464,"Division. du Pont, B. I., de Nemours & Co., Inc. (Spruance Plant)."
9-R-2410,"Pont, E. I., de Nemours, Neoprene Plant."
6-R-1621,du Duquesne Light Co. Pencil Co.
13-11-3598,Duro-O-Lite
2-R-6887,
,Eagle Cabinet Co. Eagle-Picher Mining &
17-11-1408 17-11-1540,Smelting Co. Eagle-Picher Mining & Smelting Co.
21-R-8421 9-11-2435,"Eagle-Picher Mining & Smelting Co. Gas & Fuel Association. Eastwood, Benjamin Co."
,Eastern
2-11-7236,Mfg. Co.
7-11-2296,Baton
18-11-3985,Eclipse Lawn Mower Co.
4 -R- 2 23 4,"E dge-Moor Iron Works, Inc. Edo Aircraft Corp."
2-R-7087 13-R-8785,Grocery Co.
1-R-3302,Eisner Ekco Products Co.
16-11-2127,(Sta-Brite El Campo Rice Milling Co.
,Division). Mfg. Co.
14-R4581,Elder Electric
8-R-4047,"Controller & Mfg. Co., The. Household Utilities Corp."
,Metallurgical Co.
21-11-8762 10-11-1761,Electric Electro
,"Ellis, James O. (Oil Production)"
11-R-1229,"James C. Ellis, d/b/a. Mfg. Co."
14-11-1497,Embassy Corp.
2-11-6929,Phonograph & Radio
,Emerson
