row_label,col_1,col_2
A. Charges filed against employers under Sec. 8(a),A. Charges filed against employers under Sec. 8(a),A. Charges filed against employers under Sec. 8(a)
Subsections of Sec. 8(a): Total cases....................,21765,100.0
8(a)(1)....................................................................,3204,14.7
8(a)(1)(2)..............................................................,186,0.9
8(a)(1)(3)..............................................................,7473,34.3
8(a)(1)(4)..............................................................,164,0.8
8(a)(1)(5)..............................................................,7987,36.7
8(a)(1)(2)(3)..........................................................,152,0.7
8(a)(1)(2)(4)..........................................................,2,0
8(a)(1)(2)(5)..........................................................,64,0.3
8(a)(1)(3)(4)..........................................................,494,2.3
8(a)(1)(3)(5)..........................................................,1794,8.2
8(a)(1)(4)(5)..........................................................,25,0.1
8(a)(1)(2)(3)(4)......................................................,9,0
8(a)(1)(2)(3)(5)......................................................,80,0.4
8(a)(1)(2)(4)(5)......................................................,1,0
8(a)(1)(3)(4)(5)......................................................,127,0.6
8(a)(1)(2)(3)(4)(5)................................................,3,0
1,1,1
8(a)(1)....................................................................,21765,100.0
8(a)(2)....................................................................,497,2.3
8(a)(3)....................................................................,10132,46.6
8(a)(4)....................................................................,825,3.8
8(a)(5)....................................................................,10081,46.3
B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b)
Subsections of Sec. 8(b): Total cases....................,6966,100.0
8(b)(1)..................................................................,5175,74.3
8(b)(2)..................................................................,60,0.9
8(b)(3)..................................................................,377,5.4
8(b)(4)..................................................................,650,9.3
8(b)(5)..................................................................,1,0
8(b)(6)..................................................................,6,0.1
8(b)(7)..................................................................,100,1.4
8(b)(1)(2)..............................................................,491,7.0
