row_label,col_1,col_2
"Laskin, J. & Sons Corp",49,1183
Latonia Refining Corp,49,488
"Lederle Laboratories, Inc",42,321
Lehigh Portland Cement Co. and Inland Portland Cement Co,43,842
Lennox Furnace Co,50,80
"Lewis, I., Cigar Mfg. Co",44,242
"Lima Locomotive Works, Inc",46,813
Lincoln Transit Co,47,1325
Lindner Packing & Provision Co,45,97
Link-Belt Speeder Corp,48,992
Lipe Rollway Corp,49,552
"Littleford Bros., Inc",49,949
Little Giant Washing Machine Co,48,1039
Locke Insulator Corp,47,361
"Lockheed Aircraft Corp Loew's, Inc., Film Exchange",50,958 875
,46,
"Loew's, Inc Loft Candy Corp.,",44 47,1292 37
Lone Star Cement Corp,45,1298
'Lone Star Defense Corp,47,1247
"Long Bell Lumber Co., Ryderwood Division",44,
Loose-Wiles Biscuit Co,44,1187 865
Lord Mfg. Co,47,1032
Lord Mfg. Co,49,278
Los Angeles Period Furniture Co,43,327
Luders Marine Construction Co,44,214
"Lukas-Harold Corp., The",44-,730
Luther Manufacturing Co,42,518
Luzeme County Gas & Electric Corp,47,340
McDonnell Aircraft Corp,49,897
"McKesson & Robbins, Inc., Fuller-Morrisson Division",42,1297
McNeely & Price Co,50,666
"McQuay-Norris Mfg. Co., Ordnance Management Division",45,443
Mac-Sim-Bar Paper Co,49,1205
"Magnet Mills, Inc",,
"Mahon, R. C., Co",42,574
Maine Food Processors,49 49,142 1181
Majestic Tool and Mfg. Corp,48,828
Marietta Manufacturing Co,,
"Marks, L. V., Co",42,1271
"Martin Foods Products, Inc",44 48,719
"Martin, Glenn L., Co",50,19 412
Maryland prydock Co,50,363
Maryland Drydock Co,49,733
Mason Can Co,48,486
