row_label,col_1,col_2,col_3
16-R-2438,"Abercrombie, J. S., Co.",13M-R-12,"Case, J. I. Co."
21-R-3564,Acme Brewing Co.,13-R-4361,Casteel Distributing Co.
13-R-4537,Airlastic Rubber Co.,15-R-1536,Central Louisiana Ele c-
13M-R-15,Allis-Chalmers Manufac- turing Co.,,"tric Co., Inc. Central Sash & Door Co."
4-R-2761,Alpha Lithograph Co.,10-R-2625 7-R-2601,Chrysler Corp.
6-R-1654,Aluminum Co. of Amer-,7-R-2602,Chrysler Corp.
,ica. American Can Co.,1-R-3868 2-R-7244,"Churchward & Co., Inc. Cities Service Oil Co."
2-R-7652 4-R-2752,American Chain & Cable,2-R-7896,Cities Service Oil Co.
,"Co., Inc.",5W-R-92,Clarkton Gramwood Prod-
10-R-2537,"American Fruit Growers, Inc.",20-RE-59,"ucts Co., Inc."
2-R-7577,American Lumbermens Casualty Co.,,"Coca-Cola Bottling Co. of California. Cohn, Sigmund, Co."
9-R-2304,American Protection Co.,2-R-7681 21-R-3988,Cole Instrument Co.
16E-R-19,American Smelting & Refining Co.,9-R-2696,Columbus Bolt Works Co.
1-R-3873,American Sugar Refining,21-R-3931,Consolidated Vultee Air- craft Corp. -
14-R-1826,Co. American Thermometer,14-R-1715,Continental Can Co. Corp.
,Co.,9-R-2739,Curtiss-Wright
16-R-2325,American Zinc Co. of Illi- nois.,18-R-1929,Davenport Machine & Foundry Co.
8-R-2704 3-R-1585,Armour Fertilizer Works. Art Metal Construction,10-R-2686,Davis Lumber Co.
,Co. Atwater,14-R-1720 7-R-2726,Dazey Corp. Detroit Edison
1-R-3675,Manufacturing Co.,16-R-2207,"Co., The. Dickson Jenkins Manu-"
19-R-2104,Austin Co. Automatic Paper Box,15M-R-95,facturing Co. Dierks Lumber & Coal
13-R-4479,Corp.,16-R-2431,Co. Dixie Wax Paper Co.
21-R-3565,Aztec Brewing Co.,2-R-7675,"Dodge & Olcott, Inc."
2-R-7982,Beattie Rug Manufactur- ing Co.,7-R-2690 2-R-7752,"C Dow Chemical DuMont, Allen B.,"
10-R-2804 13-R-4398,"•Beechwood Lumber Co. Bendix Aviation Corp., Bendix Products Divi-",5W-R-90,"Laboratories, Inc. Duplan Corp."
4-R-2692,sion. Bethlehems' Globe Pub-,5-R-2997 9-R-2685,Electrical Equipment Co. Electric Autolite Co.
2-R-7881,"lishing Co., The. Bethlehem Steel Co.",16-R-2437,Elgin Standard Brick Co.
2-R-7763,Biltmore Pipe Co.,17-R-1720,Fairchild Engine & Air-
8-R-2628,"Bliss, E. W., Co.",,plane Corp.
21-R-3697,Bohemian Distributing Co.,5-R-2946,Farmville Manufacturing Co.
16-R-2433,Bryant Heater Co.,16E-R-34,Ferguson Steere Motor Co.
9-R-2117,"Buckeye Steel Castings Co., The.",1-R-3861,Firestone Rubber Sr La-
6-R-1687,Bucyrus-Erie Co.,,tex Products Co.
13-R-4533,Burgess Battery Co.,16-R-2277,Firestone Tire & Rubber Co.
91-R-1328,"Burnet-Binford Lumber Co., Inc.",13M-R-32,Fort Howard Paper Co. Fort Worth Structural
14-R-1789,Busch-Sulzer Bros.,16-R-2303,
17-R-1837,Capital City Upholster-,16-R-2436,Steel Co. Frost Lumber
,ing Co.,,"Industries of Texas, Inc."
1-R-3867 19-R-2126,Cascade Woolen Mills. Cascadian Fruit Ship-,13-R-4457 10-R-2807,Gam Sales Co.
,"pers, Inc.",,Gaylord Container
,,,Corp.
