row_label,col_1,col_2,col_3
18-11A-647,Northern States En- • velope Co.,13-UA-108,"Quaker Oats Co. Quaker Oats Co.,"
18-UA-330,"Northern Transit Co., Inc.",13-UA-118 18-UA-652,The. Quality Park Envelope Co.
18-UA-290,North Star Foundry Co.,,
6-UA-226,"Nubone Co., Inc., The.",18-UA-252,"Ready Mixed Concrete Corp., The."
1-UA-331,Oelrichs Warehouse & Trucking Co.,1-UA-829 6-UA-194,"Rhodes, M. H., Inc. Robinson Clay Products"
9-UA-455,"Ohio Falls Dye & Finish- ing Works, Inc.",,Co. Robinson Clay Products
9-UA-456,Ohio Falls Dye & Finish- ing Works.,8-UA-220,"- Co., The. Robinson Clay Products"
8-UA-109,"Ohio Greyhound Lines, Inc.",8-UA-221 8-UA-434,Co. Robinson Clay Products
8-UA-451,"Ohio Machine & Boiler Co., The.",13-UA-982,Co. Rockwell Manufacturing
8-UA-129,"Ohio Match Co., The.",,Co.
36-UA-431,Olsen Lumber Co.,13-UA-1073,Rockwell Manufacturing
13-UA-232,Operadio Manufacturing,,Co.
36-UA-435,Co. Oregon Plywood Corp.,2-UA-1856,Rogers Peet Co.
36-UA-116,Oregon Trail Box Co.,20-U A-577 6-UA-101,Roma Wine Co. Rosedale Foundry & Ma-
36-UA-263,Oregon Worsted Co.,,chine Co.
2-UA-1892,Optical Products Corp.,,
36-UA-668 13-UA-199,Pacific Greyhound Lines.,36-UA-341,St. Helens Wood Prod- ucts.
9-UA-278,"Parke, Davis & Co. Parkersburg Ice & Fuel Co.",17-17A-899 14-UA-1194,St. Joseph Brick. St. Louis Independent Packing Co.
8-UA-274,"Parkdrop Forge Co., The.",18-UA-48,St. Paul Union Bus
4-UA-285,Pavia Shuttle Co.,,Depot Co.
1-UA-226,"Peck, Stowe & Wilcox Co., The.",2-UA-2814,Saks Thirty-fourth Street Inc.
36-UA-379,Peerless Pacific Co.,2-UA-451,Salvation Army.
18-UA-558,Peerless Yale Co.,2-UA-1857,"Sanford, Floyd S."
1-UA-371,Pepperell Manufacturing Co.-,20-UA-599,Santa Chuz Portland Ce- ment Co. R.
1-UA-405,Pepperell Manufacturing Co.,10-UA-27 10-UA-28,Saratoga Victory Mill. Saratoga Victory Mill.
21-UA-416 4-UA-274,Pepsi Cola Bottling Co. Perth Amboy Dry Dock,2-UA-1783,"Schlesinger, Kurt, Nar- dine Properties."
19-UA-143,Co. Phillips Petroleum Co.'s,2-UA-1784 2-UA-1794,"Schlesinger, Kurt. Schlesinger and"
2-UA-447,Home Oil Refinery.,,Leven- ton.
,Pilot Photo Engraving Co.,2-UA-1858 1-UA-777,"Schloss, Leo. Schultz, E. F., Trucking"
6-UA-332,Pittsburgh Motor Coach Co.,2-UA-1793,"Service. Sclang Bros., Inc."
1-UA-719 36-UA-213,"Pocahontas Fuel Co.,Inc. Pope & Talbot, Inc.",2-UA-29 21-UA-417,"Scott,' Walter & Co. Shasta Water Co."
36-UA-214,"Pope & Talbot, Inc.",13-UA-648,"Shell Oil Co., Inc."
36-UA-260,"Pope & Talbot, Inc.",36-UA-130,"Shelvin Hixon The. Co.,o."
36-UA-340,Pope & Talbot Lumber. Co.,36-UA-123 18-UA-241,"Simmons Logging Smyth, H. M., Printing"
36-17A-551,Pope & Talbot Inc. Lum- ber Division.,9-UA-303,"Co. Springfield City Lines, Inc."
36-UA-142,Portland Oil Co.,2-UA-1262,Stamford Iron Supply
36-UA-436,Portland Shipbuilding Co.,1-UA-975,"Co., Inc."
2-UA-1261,Post Road Iron Works.,,Standard Box Co.
35-UA-15,Potash Co. of America.,13-UA-1106,Standard Coil Products Co.
• 811773-49-12,,,
