row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
All types,4197,9,119,4069,3257,7,101,3149,168,0,3,165,772,2,15,755
Rerun required Runoff required,_,_ ___,gg 30,__ ---,__ ___,_ _,77 24,_.___ _,_ ___,_ --,3 0,,,,9 6,
Consent elections,89,0,0,89,62,0,0,62,4,0,0,4,23,0,0,23
Rerun required Runoff required..,,,0 0,,,,0 0,,,,0 0,,,,0 0,
Stipulated elections ........ ..... . .,3425,5,85,3335,2651,3,68,2580,127,0,3,124,647,2,14,631
Rerun required Runoff required,,,64 21,,,,53 15,,,,0,3- -,,,8 6,
Regional Director-directed,666,4,22,640,528,4,21,503,37,0,0,37,101,0,1,100
Rerun required Runoff required.,,,13 9,,,,12 9,,,,0 0,,,,1 0,
Board-directed,17,0,12,5,16,0,12,4,0,0,0,0,1,0,0,1
Rerun required Runoff required,,,12 0,,,,12 0,,,,0 0,,,,0 0,
Expedited-Sec. 8(b)(7XC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rerun required Runoff required,,,0 0,,,,0 0,,,,0 0,,,,0 0,
