row_label,col_1,col_2
TABLE,,PAGE
18.,"Distribution of Unfair Labor Practice Situations Received, by Number of Employees in Establishments....……………………",257
19.,"Litigation for Enforcement and/or Review of Board Orders, Fiscal Year 2004; and Cumulative Totals, Fiscal Years 1936 through 2004…",258
19A.,"Proceedings Decided by Circuit Courts of Appelas on Petitions for Enforcement and/or Review of Board Orders, Fiscal Year 2004, Compared With 5-Year Cumulative Totals, Fiscal Years 1999 through2003……………………………………………………….",259
20.,"Injunction Litigation Under Sections 10(e), 10(j), and 10(l)…………..",260
21.,Special Litigation Involving NLRB; Outcome of Proceedings in Which Court Decisions Issued in Fiscal Year 2004………………..,261
22.,"Advisory Opinion Cases Received, Closed, and Pending……………..",263
22A.,Disposition of Advisory OpinionCases………………………………..,263
23.,"Time Elapsed for Major Case Processing Stages Completed, Fiscal Years 2003 and 2004; and Age of Cases Pending Decision, September 30, 2003 and September 30, 2004……..…….................",264
24.,NLRB Activity Under the Equal Access to Justice Act,265
