row_label,Division and State,All cases,All C cases,CA,CB,CC,CD,CE,CP,All R cases,RC,RM,RD,UD,AC,UC
"Total, all states and areas","Total, all states and areas",42872,27726,17978,6471,2026,599,143,509,14082,11891,1014,1177,98,203,241
