Participating unions,Number of elections and cross checks,Elections and cross checks won by / A. F. of L. affiliates / Number,Elections and cross checks won by / A. F. of L. affiliates / Percent,Elections and cross checks won by / C. I. O. affiliates / Number,Elections and cross checks won by / C. I. O. affiliates / Percent,Elections and cross checks won by / Unaffiliated unions / Number,Elections and cross checks won by / Unaffiliated unions / Percent,Elections and cross checks won by / No union / Number,Elections and cross checks won by / No union / Percent,Eligible voters / Number,Eligible voters / Percent casting valid votes,Valid votes cast for / Total,Valid votes cast for / A. F. of L. affiliates / Number,Valid votes cast for / A. F. of L. affiliates / Percent,Valid votes cast for / C. I. O. affiliates / Number,Valid votes cast for / C. I. O. affiliates / Percent,Valid votes cast for / Unaffiliated unions / Number,Valid votes cast for / Unaffiliated unions / Percent,Valid votes cast for / Against unions
Total,5589,2004,35.9,1851,33.1,484,8.7,1250,22.4,846431,82.6,698812,175332,25.1,263641,37.7,90874,13.0,168965
