row_label,col_1
I. Applications for fees and expenses before the NLRB:,I. Applications for fees and expenses before the NLRB:
A. Filed vnth Board,22
B. Hearings held.,1
C. Awards ruled on.,
I. By administrative law judges.,
Granting .,3
Denying.,
2. By Board.,
Granting,5
Denying,3
D Amount of fees and expenses in cases ruled on by Board:,
Claimed Recovered,"5107,774 00 $106,042.00"
II. Applications for fees and expenses before the circuit courts of appeals:,
A. Awards ruled on:,
Granting,2
Denying,3
B. Amounts of fees and expenses recovered pursuant to court award,370952.37
In Applications for fees and expenses before the District Courts:,
A. Awards ruled on:,
Granting,1
Denying,0
B. Amounts of fees and expenses recovered pursuant to court award,2750.03
