row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
AFL-CIO v. Local Local v. Local,952 128,698 125,2 -,,696 125,254 3,0 0,0 -,,0 o,0 o
2-union elections -,1080,823,2,0,821,257,o,o,o _,o,o
Total RD elections,21657,7422,5445,146,1831,3328,3459,3211,43,205,7448
