row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed........................................,5151,100.0,4207,100.0,141,100.0,803,100.0,91,100.0
Before issuance of notice of hearing......................................,878,17.0,576,13.7,41,29.1,261,32.5,59,64.8
"After issuance of notice, before close of hearing...................",3433,66.6,2919,69.4,60,42.6,454,56.5,17,18.7
"After hearing closed, before issuance of decision..................",129,2.5,112,2.7,2,1.4,15,1.9,2,2.2
After issuance of Regional Director's decision......................,450,8.7,395,9.4,13,9.2,42,5.2,8,8.8
After issuance of Board decision 2 ..........................................,261,5.1,205,4.9,25,17.7,31,3.9,5,5.5
