row_label,col_1,col_2,col_3
,"Total, all",49,364
Certification amended or unit clarified,Certification amended or unit clarified,10,41
Before hearing,Before hearing,0-,o
,By Regional Director's decision,0,o o
,By Board decision After hearing,0 10,41
By Regional Director's decision By Board decision,By Regional Director's decision By Board decision,10 o,41 0
Dismissed',Dismissed',33,213
Before heating,Before heating,0,10
,By Regional Director's decision,o,10
After hearing,After hearing,33,203
By Regional Director's decision,By Regional Director's decision,32,201
By Board decision,By Board decision,1,2
Withdrawn,Withdrawn,6,110
Before heermg After hearmg,Before heermg After hearmg,6 0,110 0
