row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11
AFL-CIO v. Local....................................,458,419,203,0,216,39,0,,,,
2-union elections..................................,1447,1190,457,147,586,66,66,66,0,0,125
Total RD elections..............................,21939,8496,7564,282,650,3926,3304,3140,111,53,6213
