row_label,col_1,col_2
Total number of cases closed before issuance of complaint,605,100.0
Agreement of the parties-informal settlement,224,37.0
Before 10(k) notice,193 31,319 51
"After 10(k) notice, before opening of 10(k) hearing After opening of 10(k) hearing, before issuance of Board decision and determina- tion of dispute",0,
Compliance with Board decision and determination of dispute,28,4.6
Withdrawal,251,41.5
"Before 10(k) notice After 10(k) notice, before opening of 10(k) hearing",217 13,359 21
"After opening of 10(k) hearing, before issuance of Board decision and determina- tion of dispute",1,0.2
After Board decision and determination of dispute,20,33
DismissaL,102,16.9
"Before 10(k) notice After 10(k) notice, before opening of 10(k) hearing",82 1,136 02
"After opening of 10(k) hearing, before issuance of Board decision and determina- tion of dispute",0,
,,3.1
By Board decision and determination of dispute,19,
