row_label,col_1
10-4-24£4,American Bakeries Co.
4-R-2400 13-R-4392,American Bridge Co. American Cabinet Hardware Corp.
2-R-7652,American Can Co.
8-R-2267,American Coach & Body Co.
5-R-2561,American Cyanamid Co.
,American Cyanamid Co.
6-R-1463 7-R-2292,American District Telegraph Co.
2-R-7468,American Felt Co.
8-R-2475,"American Floor Surfacing Machine Co., The."
5-R-2422,American Fork & Hoe Co.
10-R-2537,"American Fruit Growers, Inc."
17-R-1065,American Furniture Co.
11-R-1199,"American Furniture Co., The."
9-R-1962,"American Gauge & Mfg. Co., The."
8-R-2446,"American Greeting Publishers, Inc., The."
10-R-2386,American Mfg. Co.
,American
1-R-3099,"News Co., The Connecticut News Co.,"
5-R-2820,American Oil Co.
10-R-2234,American Oil Co.
8-R-2404,American Radiator & Standard
10-R-2189,"Sanitary Corp. American Rag Stock Co., Jake &Josephine Lipsitz"
16-R-2215,American Republics Corp.
9-R-2443,"American Rolling Mill Co., The."
,American South African Lines.
2-R-5361,American Zinc Co.
14-R-1496,Anderson Woodworking
9-R-2306,Co. Armco
16-R-1659 13-R-4020,"Drainage &Metal Products, Inc. Armour & Co."
,& Co.
19-R-1810 19-R-1895,Armour Armour & Co.
13-R-4435,Armstrong Bros. Tool Co. Armature Co.
1-R-3734 5-R-2876,Arrow Arrow Linen Service-Arrow Laundry.
,Artcraft Hosiery Co. (Meridian Ashe Mfg. Corp.
15-R-1885 2-RE-91,Division).
5-R-2675,"Hosiery Mills, Inc. Americaine."
,Asheboro Canado
1-R-3262,Basin Iron Works.
2-R-6982,Association
,Atlantic Co.
10-R-2007,"Atlantic Creosoting Co., Inc."
10-R-2109 4-R-)10,"Atlantic Atlantic Refining Co., The. Powder Co."
4-R-2209,"Atlas Ed., Packing Co."
16-R-2214 13-R-3606,"Auge, Aurora Wall Paper Mill,"
,Inc.
19-R-1983 13-R-4410,"Auto Interurban Co. Electric Co., The. Radio Corp."
,Automatic Aviola
21-R-3379,
8-R-2449,"Babcock & Wilcox Co., The."
2-R-7186,Semon & Co.
,"Bache,"
1-R-3235 13-R-3603,"Badger, E. B., & Sons Co. Badger Printing Co. Baltic Cotton Mills, The."
1-R-8507 5-R-2718 4-R-2210,Casting Corp. Life Insurance
,"Baltimore Baltimore Co. George, Publishing Co."
13-R-4095,Publishing Co.
13-R-4061,"William &Son, Inc."
2-R-7544,"Banta, Banta"
3-R-1347,"Barthelmes, K., Mfg. Co."
,"Barnet, Bassick-Sack Co., Inc."
5-R-2540,&Nunn Brass Works.
15-R-1943,"M. L. Co., Ltd. Malt"
20-R-1909,"Bath, Bauer-Schweitzer Hop & Co. Co., The."
8-R-2304,"Brick Co., The."
8-R-2483,Beach Cabinet Co.
21-R-3551,Belden Bell
,Talbot Combing
1-R-3488,
,Belle
,Co.
,Bemis
,Bag Co.
1-R-8334,
