row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed,7532,1000,5262,000,593,100 0,1677,1000,228,100 0
Before Issuance of notice of hearing,2374,315,1260,239,283,47 7,831,496,176,772
"After issuance of notice, before close of hearing",3783,502,2994,569,175,296,614,365,20,88
"After hearing closed, before issuance of decision",105,1 4,87,1 7,5,08,13,08,1,04
After Issuance of Regional Director's decision,1081,144,840,160,70,II 8,171,102,31,136
After issuance of Board decision,189,7 5,81,15,60,10 1,48,29,0,00
