row_label,col_1,col_2
B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7),B2. Analysis of 8(b)(7)
Total cases 8(b)(7)................................................,118,100.0
8(b)(7)(A)..............................................................,31,26.3
8(b)(7)(B)..............................................................,11,9.3
8(b)(7)(C)..............................................................,70,59.3
8(b)(7)(A)(B)........................................................,3,2.5
8(b)(7)(A)(C)........................................................,3,2.5
1,1,1
8(b)(7)(A)..............................................................,37,31.4
8(b)(7)(B)..............................................................,14,11.9
8(b)(7)(C)..............................................................,73,61.9
C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e)
Total cases 8(e)....................................................,33,100.0
Against unions alone............................................,17,51.5
Against employers alone......................................,2,6.1
Against both..........................................................,14,42.4
D. Charges filed Sec. 8(g),D. Charges filed Sec. 8(g),D. Charges filed Sec. 8(g)
Total cases 8(g)....................................................,34,100.0
