row_label,col_1,col_2
A. Charges filed against employers under Sec. 8(a),A. Charges filed against employers under Sec. 8(a),A. Charges filed against employers under Sec. 8(a)
Subsections of Sec. 8(a):,,
Total cases,25752,100.0
8(a)(1),4378,17.0
8(a)(1X2),190,0.7
8(a)(1X3),10080,39.1
8(a)(1X4),134,0.5
8(a)(1X5),7590,29.5
8(a)(1X2)(3),157,0.6
8(a)(1X2)(4),7,0.0
8(a)(1X2)(5) .....,109,0.4
8(a)(1X3)(4) .....,560,2.2
8(a)(1X3)(5),2262,8.8
8(a)(1X4)(5),26,0.1
8(a)(1X2)(3)(4),13,0.1
8(a)(1X2)(3)(5),84,0.3
8(a)(1X2)( 4)(5),13,0.1
8(a)(1X3)(4)(5),124,0.5
8(a)(1X2)(3)(4X5),25,0.1
',',
8(a)(1),25752,100.0
S(a)(2),598,2.3
8(a)(3),13305,51.7
8(a)(4),902,3.5
8(a)(5),10233,39.7
B. Charges filed against unions under Sec. 8(b),B. Charges filed against unions under Sec. 8(b),
Subsections of Sec. 8(b): Total cases,7282,100.0
8(b)(1),5088,69.9
8(b)(2),69,0.9
8(b)(3),202,2.8
8(b)(4),706,9.7
8(b)(5),,0.0
8(b)(6),,0.0
8(b)(7),85,1.2
8(b)(1X2),751,10.3
8(b)(1X3),286,3.9
8(b)(1X5),,0.1
8(b)(1X6),11,0.2
8 (b)(2X3),,0.1
8(b)(3X5) 8(b)( 1 X2)(3),55,0.0 0.8
8(b)(1 X2)(5),,0.0
8(b)(1X2)(6),,0.0 0.0
8(b)(1X3X5) 8(b)(1)(3)(6),,0.0
8(b)(2X3)(6) 8(b)(1X2)(3)(5),,0.0 0.1
