row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Connecticut,631,551,437,96,11,4,1,1,1,77,62,3,12,0,0,3
Maine,131,122,115,7,0,0,0,0,0,9,7,0,2,0,0,0
Massachusetts,1244,1117,883,162,40,21,1,0,10,115,98,5,12,3,0,9
New Hampshire,53,48,42,6,0,0,0,0,0,5,5,0,0,0,0,0
Rhode Island,193,164,143,16,4,1,0,0,0,27,23,0,4,0,0,2
Vermont,71,60,50,10,0,0,0,0,0,10,9,0,1,0,1,0
Region I,2323,2062,1670,297,55,26,2,1,11,243,204,8,31,3,1,14
Delaware,70,62,56,6,0,0,0,0,0,7,7,0,0,0,0,1
New Jersey,1490,1219,899,259,37,16,4,0,4,249,210,6,33,II,0,11
New York,4327,3697,2543,1019,70,33,12,7,13,558,442,18,98,10,3,59
Puerto Rico,390,293,248,40,2,3,0,0,0,91,80,3,8,0,0,6
Virgin Islands,16,10,6,4,0,0,0,0,0,5,5,0,0,0,0,1
Region II,6293,5281,3752,1328,109,52,16,7,17,910,744,27,139,21,3,78
District of Columbia,141,120,97,23,0,0,0,0,0,18,14,2,2,0,0,3
Maryland,639,549,436,107,4,2,0,0,0,85,79,2,4,0,0,5
Pennsylvania,2448,2117,1676,373,40,22,2,2,2,306,244,4,58,6,0,19
Virginia,491,425,348,71,5,I,0,0,0,66,53,2,11,0,0,0
West Virginia,615,553,489,53,9,0,0,0,2,57,42,2,13,1,1,3
Region 111,4334,3764,3046,627,58,25,2,2,4,532,432,12,88,7,1,30
,517,460,,,0,0,0,1,0,55,40,3,,0,0,
Alabama,1342,1203,387,72,,,,,,132,,,12,,,2
Florida Georgia,624,574,1033,164,2 1,0 0,4 0,0 1,0 0,50,116 41,2,14,0,0 0,7 0
Kentucky,596,,441,131,1,1,0,0,1,70,,1,8,0 2,0,3
Mississippi,223,521,457,61,1,0,0,0,,,61,2,7,0,0,0
North Carolina,371,195,168,26,1,,,,0,28,24,0,4,,,2
,,337,279,57,,0,0,0,0,32,25,0,7,0,0,
