Participating unions,Number of elections and pay-roll checks,Elections won by petitioner / Number,Elections won by petitioner / Percent,Valid votes cast / Total,Valid votes cast / For A. F. of L.,Valid votes cast / For C. I. O.,Valid votes cast / For unaffiliated union,Valid votes cast / For no union,Percent of total votes cast for petitioner
Total,4153,3264,78.6,1126501,267118,515271,140780,203332,63.8
