row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
"Arts, Entertainment, and Recreation....",16,7,5,2,0,9,654,358,186,98,64,24,172,327
Accommodation........................................,28,19,7,12,0,9,1378,1075,630,178,422,30,445,1104
Food Services and Drinking Places..........,28,17,4,13,0,11,2579,1897,1024,167,857,0,873,1714
Accommodation and Food Services....,56,36,11,25,0,20,3957,2972,1654,345,1279,30,1318,2818
Repair and Maintenance............................,25,16,11,4,1,9,804,732,411,240,153,18,321,421
Personal and Laundry Services.................,18,12,2,10,0,6,513,393,222,52,170,0,171,316
"Religious, Grantmaking, Civic, Professional, and Similar Organizations...",9,4,2,1,1,5,327,303,113,66,31,16,190,68
Other Services (except Public Administration).........................................,52,32,15,15,2,20,1644,1428,746,358,354,34,682,805
"Executive, Legislative, and Other General Government Support...................",2,1,1,0,0,1,53,49,35,35,0,0,14,30
"Justice, Public Order, and Safety Activities...................................................",36,34,0,14,20,2,2715,1233,1176,0,607,569,57,2701
Administration of Economic Programs.....,1,0,0,0,0,1,6,6,3,3,0,0,3,0
Space Research and Technology...............,2,0,0,0,0,2,67,65,24,24,0,0,41,0
National Security and International Affairs.......................................................,7,7,1,6,0,0,293,176,140,2,138,0,36,293
Public Administration..........................,48,42,2,20,20,6,3134,1529,1378,64,745,569,151,3024
"Total, all industrial groups...................",1639,1047,399,568,80,592,97134,77524,46092,13462,28385,4245,31432,64685
