row_label,col_1,col_2
American Finishing Co,50,313
"American Flours, Inc",45,953
American Forge Co,44,826
American Foundry & Machine Co,43,1354
American Granite Co,48,342
American Laundry Machinery Co,50,995
American Lead Corp,46,1252
American Lead & Zinc Co,44,443
American Locomotive Co,45,1239
American Machine & Foundry Co,47,303
"American Oil Co., Annapolis, Md",42,963
"American Oil Co., Baltimore, Md",44,554
"American Oil Co., Baltimore, Md",50,14
American Propeller Corp,43,518
American Safety Razor,46,490
American Seating Co,50,795
"American Smelting & Refining Co., Alton, Ill",.42,736
"American Smelting & Refining Co., El Paso, Tex",47,631
"American Smelting & Refining Co., Selby, Calif",47,871
American Smelting & Refining Co,47,1423
American Spectacle Co,47,377
"American Woolen Co., National and Providence Mill",48,633
American Zinc,44,443
Amos-Thompson Corp,49,423
"Ampco Metal, Inc",42,581
Anderson-Tully Lumber Co,50,731
Angel Novelty Co,48,15
Antrim Iron Co,49,869
"Arco Crown Cork & Cap Co., Inc",46,1062
Arkansas Fuel Oil Co,48 50,1193 96
"Armour & Co., North Bergen, N. J",,
Arkansas Fuel Oil Co,47,1285
"Armour & Co., Chicago, Ill",42,495
"Armour & Co., Oklahoma City, Okla",42,169
"Armour & Co., Fort Worth, Tex",47,1236
"Armour & Co., Kansas City, Kans",49,688
"Armour & Co., Kansas City, Kam",49,195
"Armour & Co., Omaha, Nebr",49,1208
"Armour & Co., Grand Forks, NDak",43,307
"Armour & Co., Dennison, Iowa",42,578
"Armour & Co., Des Moines, Iowa",42,623
"Armour & Co., Lookout Oil & Refining",42,560
Armour Creameries,48,1224
Armour Fertilizer Works,49,1137
Armour Fertilizer Works,50,972
"Armour Leather Co., Armour & Co",48,1143 566
Armstrong-Blum Mfg. Co,44,
