row_label,col_1,col_2,col_3
10-RC-231,"Reliance Transfer Co., Inc.",7-RC-28,"Sam's Inc., Randolph Drug Co."
2-RC-164,"Remington Rand, Inc.",1-RC-621,"Sandler Moccasin Co., Inc."
2-RC-502 13-RC-206,Republic Aviation Corp. Republic Flow Meters,8-RC-285,"Sandusky Newspapers,"
7-RC-354,Co. Rex Paper Co.,1-RC-709,Inc. Sangerville Woolen
5-RC-210,Reynolds Metals Co.,,"Mills, Inc."
10-RC-237,"Reynolds Metals Co., Reynalite Division.",16-RC-254,San Marcos Telephone Co.
34-RC-95,"Reynolds, R. J., To- bacco Co.",1-R C--376,"San-Nap-Pak Manufac- turing Co., Inc."
7-RC-62,"Reynolds Spring Co. Rich Loaf, Inc.",16-RC-60,Santa Fe Trail Trans- portation Co.
9-RC-452,,8-RC-101,Save Electric Corp.
9-RC-107 16-RC-211,"Rich, Howard B., Inc. Rio Grande Valley Gas",9-RC-340,Schauer Machine Co.
,Co. Ritchie Grocery Co.,16-RC-110,rSchlumberger Well Sur-
15-RC-138,,,veying Corp.
10-RC-395,Roane Anderson Co.,14-RC-397,"Schulman, A., Inc."
9-RC-376,Robinson-Schwenn,4-RC-111,Schutte & Koerting Co.
10-RC-466,"Store, The. Rock City Paper Box Co., Inc.",20-RC-415 4-RC-295,Scott Motor Co. Seaboard Container
13-RC-273,Rockford Coca-Cola,21-'-RC-413,Corp. Seaside Oil Co.
10-RC-:356,Bottling Co. Rock Hill Printing &,4-RC-302 18-RC-102,"Sears, Roebuck & Co. Seeger Refrigerator Co."
13-RC-507,Finishing Co. Rock Island Broadcast-,35-RC-138 3-RC-194,"Selmer, H. & A., Inc. Seven-Up of Rochester, Inc."
30-RC-24,"ing Co. Rocky Mountain Pipe Line Co., Continental Oil.",8-RC-190,Sheffield Bronze Paint Corp. Shelbyville Desk Co.
20-RC-165 2-RC-821,Roddenberry Molica Co. Roddis Plywood & Door,35-RC-164 13-RC-410 20-RC-331,"Sheldon Machine Co. Shell Chemical Corp. Shelly Oil Co., Pipe"
33-RC-41,"Co., Inc. Roderick Broadcasting",17-RC-305,Line Department. Sherman
,Corp.,16-RC-341,Manufactur- ing Co.
16-RC-248 13-RC-251,"Rohm & Haas. Rosberg, J. H.,",1-RC-819,"Shevenelle, Prosper .& Son, Inc."
10-RC-283,Manu- facturing Co. Rowe Transfer & Stor-,13-RC-289 13-RC-504,"Shiller Bros., Inc. Signode Steel Strapping Co."
,age Co.,,
34-RC-137,Royal Cotton Mill.,5-RC-257,"Sins, A. J., Co., Inc. Smith, A. 0., Corp."
10-RC-385,Royal Palm Ice Co.,21-RC-433,
10-RC-450,Royal Palm Ice Co.,13-RC-85,"Smith, A. 0, Corp.,"
21-RC-96,Royal Tallow &,,Kankakee Works.
2-RC-185,"Soap Co. Royal Typewriter Co.,",13-RC-102,"Smith, A. 0., Corp., Kankakee Works."
10-RC-430,"Inc. Rubin Brothers Foot- wear, Inc.",15-RC-244,"Smith, Mac, Garment Co., Inc."
,,32-RC-106 16-RC-200,"Smith Rice Mill, Inc. Smith, W. J., Wood"
1-RC-357 14-RC-656,"Safety Car Heating & Lighting Co., Inc. St. Joseph Lead Co.",30-RC-105,Preserving Co. Socony Vacuum Refin-
14-RC-276,St. Louis Wholesale,21-RC-204,ery.
8-RC-133,Drug Co. St. Marys Manufactur-,2-RC-429,Solar Aircraft Co. Solar Corp.
7-RC-442,ing Co. St. Regis Paper Co. St. Regis Paper Co.,19-RC-91,Manufacturing
15-RC-109,St. Regis Pulp,,South Bend Fabricat- ing Co.
19-RC-86,"Co.,",10-RC-4,"Southeastern Industries,"
,"Kraft Pulp Division. Sampsel Time Control,",,Inc.
13-RC-207,,15-RC-182,Southern Alkali Corp.
,Inc.,13-RC-256,"Southern Electric, Inc."
