row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14
Metal mining,8,3,2,0,I,5,757,722,262,251,0,11,460,89
Coal mining,10,8,1,7,0,2,326,308,190,36,154,0,118,272
011 and gas extracuon,23,I I,II,0,0,12,593,517,257,257,0,0,260,331
Mining and quarrying of nonmetallic nunerals (except fuels) ..... . .....,6,2,I,1,0,4,238,228,97,44,53,0,131,100
Mming,47,24,15,8,1,23,1914,1775,806,"588 3,218",207 2,11,969,792
Construction,289 233,139 97,133 93,1 2,5 2,150 136,"8,120 15,193","6,001 13,536","3,422 5,963",5613,180,202 170,"2,579 7,573","4,266 3,570"
Wholesale trade . .. ........ ...... ..... ............... ..................... Retail trade,293,130,123,3,4,163,11303,9774,4854,4605,115,134,4920,5.018
"Finance, insurance, and real estate",53,28,23,3,2,25,1.332,1156,642,278,316,48,514,819
U.S. Postal Service,6,3,2,0,1,3,1861,1515,1239,212,0,1027,276,1434
Local and suburban transit and interurban highway passenger transpor- tation,107,48,35,3,10,59,9194,7769,3915,2749,307,859,3854,3373
Motor freight transportation and warchousmg,331,171,166,3,2,160,15.079,12785,6661,6527,31,103 0,"6,124 158",7406
Water transportation,5,2,I,I,0,3,309,254,96,71,25,,,138
Other transportation,56,28,27,0,1,28,2898,2503,1208,1203,0,5,1295,972
Communication,68,30,28,0,2,38,3436,3002,1360,1.288,0,72,1642,1.013
"Electric, gas, and sanitary services ........ ..... ... ........... . ...... .......",113,51,51,0,0,62,10480,9248,3682,2957,0,725,5566,1065
"Transportation, communication, and other utilities",680,330,308,7,15,350,41396,35.561,16922,14795,363,1764,18639,13967
"Hotels, morning houses, camps, and other lodging places Personal services",62 40,31 19,30 18,0 0,I I,31 21,"3,735 1,404","3,174 1,293","1,315 733","1,163 714",0,152 19,1.859 560,"1,192 784"
"Automotive repair, services, and garages .. ..... . ...",,,,,,,1674,,679,,0,0,828,
.,72,35,35,0,0,37,,1507,,666,13 0,16,50,526 112
Motion pictures,7,6,5,0,1,1,135,120,70,54,,,,
Amusement and recitation services (except motion pictures) ................,31,16,14,1,1,15,1472,1188,680,586,15,79,508,971
Health services,324,189,160,7,22,135,31295,26241,14056,11883,613,1560,12185,16525
Educational services,38,20,8,2,10,18,1815,1642,798,564,34,200,844,712
Business services,29,14,10,0,4,15,"1,249 14,445",1072,577,510,0,"67 1,384",4067,638
Membership organizations,226,132,91,21,20,94,,11269,7202,5098,720,,495,8985
Miscellaneous repair services,14,4,4,0,0,10,371,328,219,217,0,2,109,182
"Museums, art nallenes. botanical and zoolomcal gardens .. .... ... ..",I,1,1,0,0,,20,18,,18,0,0,0,20
,,,,,,0,,,18,,,,,
