Size of unit (number of employees),Number of employees eligible to vote,Total elections,B. Decertification elections (RD) / Total elections / Number,B. Decertification elections (RD) / Total elections / Percent of total,B. Decertification elections (RD) / Elections in which representation rights were won by unions / AFL-CIO unions Number,B. Decertification elections (RD) / Elections in which representation rights were won by unions / AFL-CIO unions Percent by size class,B. Decertification elections (RD) / Elections in which representation rights were won by unions / Other national unions Number,B. Decertification elections (RD) / Elections in which representation rights were won by unions / Other national unions Percent by size class,B. Decertification elections (RD) / Elections in which representation rights were won by unions / Other local unions Number,B. Decertification elections (RD) / Elections in which no rep was chosen / Other local unions Percent by size class,Elections in which no rep was chosen / Number,Percent by size class
Total RD elections,21055,493,168,100.0,153,100.0,7,100.0,8,100.0,325,100.0
