row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
Total number of cases closed,5281,100.0,4142,100.0,155,100.0,984,100.0 -,118,100.0
Before issuance of notice of hearing,1560,29.5,994,24.0,69,44.5,497,505,94,79.7
"After issuance of notice, before close of hearing",3025,57.3,2540,61.3,70,452,415,422,6,5.1
"After hearing closed, before issuance of decision",67,1.3,55,13,1,0.6,11,1.1,3,2.5
After issuance of Regional Director's decision .,615,11.6,543,13.1,14,9.0,58,5.9,12,101
After issuance of Board decision,14,0.3,10,0.2,1,0.6,3,03,3,2.5
