row_label,col_1,col_2
"Maxson, W. L., Corp",49,953
May Dept. Stores Co,50,669
Maytag Co,44,1265
Meadow River Lumber Co,48,531
Medical Science Building and Professional Building Corp_,45,42
Menasha Woodenware Corp,48,366
Mercersburg Tannery,49,283
"Meeker, George L., Co., Stumpf, W. J., admin. d/b/a",43,1237
Metalloy Corp,48,406
Metal Specialties Mfg. Co,48,50
Metropolitan Life Ins. Co,43,962
Metropolitan Lithograph & Publishing Co,49,394
Miami Copper Co,42,1351
"Miami Industries, Inc",49,1134
Miami Shipbuilding Corp,49,803
Michigan Gas & Electric Co,46,443
Michigan Gas & Electric Co,'49,956
Mid-State Frozen Egg Corp,44,661
Mid States Steel Co,44,990
"Mill B, Inc., Irwin & Lyons",43,925
Milligan & Higgins Corp,50,417
Mills Novelty Co,46,1207
Milwaukee Gas Light Co,50,809
"Mississippi Publishers Corp., Clarion-Ledger",45,101
Missouri Utility Co,43,908
"Mitchell Metal Products, Inc., The",46,87
Moline Tool Co,48,1233
Monarch Machine Tool Co,48,111
"Monsanto Chemical Co., Plastics Division",47,1469
"Montgomery Ward & Co., Inc",50,163
"Montgomery Ward, & Co., Inc",44,694
Moore Drop Forging Co,43,673
"Morrell, John, & Co",44,870
Morrison Steel Products Co,50,72
Muller Paper Goods Co,48,1408
"Murray Co., The",46,1097
Murray Corp. of America,45,.103
"Murray Corp. of America, Ecorse Plant",47,1003
Murray Corp. of America,49,925
Musgrove Mills,43,780
Nahon Co,42,329
Nampa Creamery Co,48,292
"Nash Kelvinator Corp., Nash Motors, Division of",46,1093
Nashville Bridge Co,49,629
"Nashville Gas & Heating Co., Second Avenue Branch",43,783
