row_label,col_1
8-0-928,"Chamlers, Harvey, & Son. Inc."
18-C-1281,Chamberlain Corp.
11-0-1264,Chesty Food Co. Cincinnati Engineering Tool
9-0-2183 9-0-2265,"Co. Cincinnati Gilbert Machine Tool Co., The."
10-0-1833,City Ice & Fuel Co.
13-0-2682,City National Bank & Trust Co.
2-0-6309,"Clark Phonograph Record Co., Inc."
8-0-1986,"Cleveland Graphite Bronze Co., The. America,"
2-0-5786,Colonial Life Insurance Co. of The.
8-0-1914,Columbia Electric Mfg. Co.
17-0-1405,Columbian Carbon Co.
21-0-2505,Columbia Pictures Corp.
20-0-1555,Columbia Steel Co.
8-0-1942,Columbus Coal & Mining Co.
13-0-2825,Consolidated Mfg. Co.
16-0-1200,"Consumers Cooperative Refinery Association. Max Sax, d/b/a."
14-0-1176,"Container Manufacturing Co.,"
10-0-1942,
,Cookeville Shirt Co.
7-C-1609,Coopersville Cooperative Elevator Co.
8-0-1962 2-0-6508,Cooperweld Steel Co. Cornwall Paper Co.
5-0-2087,Shoe
,"Craddock-Terry Corp. Cross, W. W., & Co., Inc."
1-0-2676,"Cuffman Lumber Co., Inc.,"
15-0-1220,The. Candy Co.
13-0-2827,Curtiss
12-0-2943,Dearborn Glass Co.
10-0-1963 17-0-1415,"Deere, John, Plow Co. Des Moines Springfield & Southern"
,"Route, The. Detroit Gasket & Mfg. Co."
7-0-1303 8-0-2029,Differential Steel Car Co.
10-0-1538,"Dixie Mfg. Co. Shirt Co., Inc."
10-0-1906,Dixie
2-0-6533,"Juan, Inc. Trailers, Inc."
,Don Dorsey
15-0-1315 18-0-1372,Dryden Rubber Co.
,"Glass Block Store Co., The."
18-0-1299 14-4J-1155,Duluth Co.
,Durasteel DUTO Test Corp.
2-0-6509,"E. A. Laboratories, Inc. Eastern Coal Corp. Eastman Products Corp."
2-0-5751,
9-0-2133 16-0-1330,"Manufacturing Co., Wilcox-Rich Division. Tool & Die Co., The."
7-0-1568 8-0-2014,"Eaton Efficient Electrical Testing Laboratories,"
2-0-6238,Inc. City Dyeing Co.
4-0-1624 4-0-1540,"Hotpack Co., Inc., The."
,Electrical Electric Electric Steel Foundry.
19-0-1406,Canning Co.
17-0-1383,"Parker Electric Co.,"
,Ellis
,Elwell The. Emery's Motor Coach Lines.
8-0-2021 5-0-2073,"Alexander & Barsoom,"
20-0-1445 4-0-1590,"Ensher, Inc. Ewing-Thomas Corp."
,Mills Co.
10-0-1898,
,"Exposition Bearing Co., The."
1-0-2683,Development Co.
24-0-144,Fafnir Fajardo Co.
17-0-1378 4-0-1609 5-0-2184,Federal-Mogul Fogel Refrigerator Co. Converting
,"Fontaine Works, Inc., The. Ford Bros."
,"Fort Industry Co., The."
9-0-2167 10-0-1988 16-0-1226,Fort Worth Transit Co.
,"Franklin Press, Inc."
,Fulton Bag & Cotton
10-0-1921 10-0-1944,
,Mills.
,Fulton Bag & Cotton Mills.
14-0-1180,
