row_label,col_1,col_2,col_3,col_4,col_5,col_6
"Decisions on objections and/or challenges, total",1040,969,710,69,190,14
By Regional Directors,261,243,182,16,45,8
By Board,779,726,528,53,145,6
In stipulated elections,728,681,494,48,139,6
No exceptions to Regional Directors reports,458,430,322,28,80,4
Exceptions to Regional Dircctors reports,270,251,172,20,59,2
In directed elections (after transfer by Regional Director),50,44,31,5,6,0
Review of Regional Directors supplemental decisions Request for review received4,184,170,127,10,33,0
Withdrawn before request ruled upon,0,11,0,0,0,0
"Board action on request ruled upon, total",171,159,118,II,30,0
Granted,22,22,IS,I,5,
Denied,148,116,102,9,25,0
Remanded,I,I,0,I,o,0
"Withdrawn aftcr rcqucst grantcd, before Board review",0,11,0,0,0,0
"Board decision aftcr review, total",1,I,1,0,0,0
Regional Directors' decisions Affirmed,I,I,1,0,0,0
Modified,0,,0,II,0,
