row_label,col_1
I. Applications for fees and expenses before the NLRB:,I. Applications for fees and expenses before the NLRB:
A. Filed with Board,11
B. Hearings held,0
C. Awards ruled on:,
1. By administrative law judges.,
Granting,
Denying,17
2. By Board:,
Granting,3
Denying,21*
D. Amount of fees and expenses in cases ruled on by Board:,
Claimed,"8430,526.66 $40,534.24"
Recovered H. Applications for fees and expenses before the circuit courts of appeals: A. Awards ruled on:,
Granting,2
Denying,4
B. Amounts of fees and expenses recovered pursuant to court award,843956.70
III. Applications for fees and expenses before the district courts:,
A. Awards ruled on:,
Granting,0
Denying,0
B. Amounts of fees and expenses recovered pursuant to court award,0
