row_label,col_1,col_2
TABLE ..........................................................................................................PAGE,TABLE ..........................................................................................................PAGE,
1.,"Total Cases Received, Closed, and Pending...........................................77",
1A.,"Unfair Labor Practice Cases Received, Closed, and Pending.................78",
1B.,"Representation Cases Received, Closed, and Pending............................79",
2.,Types of Unfair Labor Practices Alleged,...............................................80
3A.,Formal Actions Taken in Unfair Labor Practice Cases...........................82,
3B.,Formal Actions Taken in Representation and Union Deauthorization Cases ............................................................................83,
3C.,Formal Actions Taken in Amendment of Certification and Unit Clarification Cases..................................................................................84,
4.,Remedial Actions Taken in Unfair Labor Practice Cases Closed...........85,
5.,Industrial Distribution of Cases Received,..............................................87
6A.,Geographic Distribution of Cases Received ...........................................92,
6B.,Standard Federal Administrative Regional Distribution of Cases Received .......................................................................................95,
7.,Analysis of Methods of Disposition of Unfair Labor Practice Cases Closed...........................................................................................97,
7A.,Analysis of Methods of Disposition of Jurisdictional Dispute Cases Closed Prior to Unfair Labor Practice Proceedings ................................99,
8.,Disposition by Stage of Unfair Labor Practice Cases Closed...............100,
9.,Disposition by Stage of Representation and Union Deauthorization Cases Closed ..............................................................101,
10.,Analysis of Methods of Disposition of Representation and Union Deauthorization Cases Closed ..............................................................102,
10A.,Analysis of Methods of Disposition of Amendment of Certification and Unit Clarification Cases Closed................................103,
11.,Types of Elections Resulting in Certification in Cases Closed.............104,
11A.,Analysis of Elections Conducted in Representation Cases Closed.......105,
11B.,Representation Elections in Which Objections and/or Determinative Challenges Were Ruled On in Cases,Closed.................106
11C.,"Objections Filed in Representation Cases Closed, by Party Filing",.......107
11D.,Disposition of Objections in Representation Cases Closed,..................108
11E.,Results of Rerun Elections Held in Representation Cases Closed,........109
12.,Results of Union-Shop Deauthorization Polls in Cases Closed............110,
