row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15
Social services. Miscellaneous services,216 135,139 104,124 72,1 5,0 0,0 1,0 0,0 0,75 28,62 22,0 1,13 5,0 1,0 1,2 1
Services,7234,5575,4170,95,27,4,28,18,1469,1111,59,299,50,10,130
Public administration . ... . . . .. ..... ...... ..,493,375,218,21,4,0,0,3,107,86,6,15,8,0,3
"Total, all industrial groups",39639,32043,22475,1136,294,45,28,274,6994,5036,542,1416,186,43,373
