row_label,col_1,col_2,col_3
-13-0-2415,Pullman Standard Car Manufacturing Co.,8-C-2000,"Toledo Desk & Fixture Co., The."
8-C-1750,"Pure Oil Co., The Heath Refinery.",6-C-1015,Tygart Sportswear Co.
,"Rathburn Molding Corp. Reed, Charles H., & Co.",10-C-1785 2-C-6228 2-C-6412,"Union Manufacturing Co. Union Products Co. Unique Ventilation Co.,"
3-C-918 13-C-2921,,,Inc.
2-C-6208,"Reeves Ely Laboratories, Inc.",,"Wright Studios, Inc."
8-C-1941 8-C-2025,"Republic Steel Corp., Upson Div.",13-C-2731,Vogue
23-C-40,"Rome Products Co. Shell Oil Co., Inc.",17D-C-1273 1-C-2849,Western Oil Tool Co. Westinghouse Corp.
17-C-1387 2-C-6604,"Sifers Candy Co. Snell, Foster D., Inc. Sohio Pipeline Co.",8-0-1883,"Electric Westinghouse Electric & Manufacturing Co.,"
,Sunnyside Winery &,,The.
14-C-1145 20-C-1450,Lawrence Warehouse Co.,8-C-1892 8-C-2031 15M-C-1194,"West Ohio Gas Co. White Motor Co., The. Wilson & Co. Worthington Pump"
,Tidewater Associated Oil Co.,1-C-2874,& Machinery Corp. Wrought Iron Range Co.
2-C-6701,,14-0-1197,
15-C-1230,"Times-Picayune Publish- ing Co., The.",,Young Patrol Service.
B.,,20-G1628,
Cases decided on the basis of stipulation entere d into by the parties,Cases decided on the basis of stipulation entere d into by the parties,Cases decided on the basis of stipulation entere d into by the parties,Cases decided on the basis of stipulation entere d into by the parties
1. NLRA-C cases,1. NLRA-C cases,1. NLRA-C cases,1. NLRA-C cases
16-0-1284,American National In- surance Co.,16-0-1300,"Norris, W. C., Manufac- turing, Inc."
16-0-1394,Corsicana Cotton Mills.,16-0-1318,"Perrault Bros., Lewis Perrault & Co."
10-0-2201,Dewberry Engraving Co.,3-C-1048,Phinney Tool & Die Co.
16-0-1566,Frankoma Pottery.,5-C-2352,Radford Weaving Co.
2-C-6970,"Interstate Dress Carriers, Inc.",18-C-1392,"Stoddard Manufacturing Co., Inc."
2. LIARA-CA cases,2. LIARA-CA cases,2. LIARA-CA cases,2. LIARA-CA cases
1-CA-4,"Brockton Perforating Machine Co., Inc.",8-CA-33,"House of Timmons, Inc., The."
16-CA-1,Elgin Standard Brick Manufacturing Co.,8-CA-11,"Lake City Malleable, Inc."
,,16-CA-24,"North Texas Steel Co., Inc."
C. Cases decided by adoption of intermediate report in absence of exceptions,C. Cases decided by adoption of intermediate report in absence of exceptions,C. Cases decided by adoption of intermediate report in absence of exceptions,C. Cases decided by adoption of intermediate report in absence of exceptions
18-C-1359,Barker Equipment Co.,20-CA-29,Muscat Cooperative Winery Association.
14-0-1157,"Bennett Wholesale Co., Inc.",15-C-1240,"Trelles, M. & Co., Manuel Trelles & 'Ubaldo Trelles, dibia"
18-0-1372,Dryden Rubber Co.,14-C-1271,Ullin Box& Lumber Co
11-0-1292,"Kahler Co., Inc., The",9-C-2217,"Wallace Corp., The."
