Size of establishment (number of employees),Total — Number of situations,Total — Percent of all situations,Type of situation — CA — Number of situations,Type of situation — CA — Percent by size class,Type of situation — CB — Number of situations,Type of situation — CB — Percent by size class,Type of situation — CC — Number of situations,Type of situation — CC — Percent by size class,Type of situation — CD — Number of situations,Type of situation — CD — Percent by size class,Type of situation — CE — Number of situations,Type of situation — CE — Percent by size class,Type of situation — CG — Number of situations,Type of situation — CG — Percent by size class,Type of situation — CP — Number of situations,Type of situation — CP — Percent by size class,Type of situation — CA-CB combinations — Number of situations,Type of situation — CA-CB combinations — Percent by size class,Type of situation — Other C combinations — Number of situations,Type of situation — Other C combinations — Percent by size class
Total (all sizes),26793,100.0,18918,100.0,6340,100.0,920,100.0,280,100.0,80,100.0,39,100.0,232,100.0,970,100.0,176,100.0
