row_label,col_1
15-R-1358,"Celotex Corp., The."
15-R-1406,"Celotex Corp., The."
13-R-3081,Central Barge Co.
3-R-1037,Central New York Power Corp.
2-R-6161,Central Union Stock Yard Co
10-R-1415,Certified Products Co.
9-R-1807,"Champion Paper &Fibre Co., The."
10-R-1664,Cheraw Brick Works.
10-R-1622,Cherokee Brick Co.
10-R-1766,Chicago Bridge &Iron Co.
13-R-2964,Chicago Leather Handle Co.
15-R-1432,Chicago Mill &Lumber Co.
9-R-1884,Chickasaw Wood Products Co
7-R-2083,Chris Craft Corp.
7-R-2084,"Chris Craft Corp.,"
7-R-2015,Chrysler Corp.
7-R-2150,Chrysler Corp.
21-R-3049,Chrysler Motors of California.
15-R-1571,Cities Service Refining Corp.
6-R-1269,"City Lines of West Virginia, Inc."
3-11-1099,"Clark Bros. Co., Inc."
21-R-2898,"Clark, Robert H., Co."
8-R-1869,Cleveland Cliffs Iron Co.
8-R-1920,Cleveland Cliffs Iron Co
8-R-2142,"Cleveland Frog &Crossing Co., The."
8-R-2041,Cleveland Welding Co.
16-R-1445,"Coastal Refineries, Inc."
,Cobbs &Mitchell Co.
19-R-1545 20-H-1486,"Colgate-Palmolive-Peet Co. Collins Clyde, Inc"
15-R-1638 17-R-1099,Colorado Fuel &Iron
,Corp. Colson Corp.
8-R-1960 2-R-5878,"Columbia Broadcasting System,"
,"Inc. Columbia Broadcasting System, Inc"
2-R-5884 2-11-5958,"Columbia Machine Works, Inc."
20-11-1396,Columbia Steel Co.
8-R-1945,Transportation
,Columbia Co.
9-R-1937,"Columbus-Celina Coach Co., Frank A. Cluff, d/b/a Columbus Coal &Mining Co."
8-R-1936 4-11-1739 0-11-2168,"Condenser Service &, Engineering Co, Inc Conger Laundry."
5-R-1862,"Congoleum-Nairn, Inc."
2-11-5956,Corp.
,Conmar Products
1-R-2745,Connecticut Malleable Casting Co. Consolidated Coal Co.
9-R-1754,Consolidated Steel Corp.
21-11-3023,Vultee Aircraft
16-R-1182,Consolidated
9-R-1764,Corp. Coal Co. America.
13-11-2904,Consolidation Container Corp. of Continental Baking Co.
9-11-2064 5-11-1951,"Continental Clay Products Co. Convenience, Inc."
10-11-1646,"Cooper-Bessemer Corp., The"
6-11-1152 2-11-6077,"Grove City Plant. Cords, Ltd."
2-R-5470 15-R-1615,"Corona Corp Trade Warehouses, Inc. Terry Shoe Corp."
,Cotton Craddock
,Shipbuilding Co.
5-1I-1991,
21-R-2998 4-11-1707,Craig Cramp Shipbuilding Co.
10-11-1679,Crane Co. Crawfordsville Foundry
11-R-8.31,"Crawford Tank &Supply Crescent Co., The."
,Co. Co.
16-R-1315,Mills.
,Crompton Highland
1-11-2611 10-11-1465,"Orosley Corp, The."
0-11-1845,"D., & Son"
,"Cross, E."
9-R-2044,
