row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9
"21-CD-19 5-CB-43, 44, 45, 46, 47. 16-CC-14 21-CC-92 9-CC-31 17-CC-10 3-CC-19 20-CD-17, 18___ 2-CB-135, 145, 330, 373, 381. 14-CC-24 2-CD-40 L0-CC-24, 25___ 2-CA-1925,1934 2-CB-628. hl-CC-115 hl-CC-114","AFL-Los Angeles Building and Construe- ton Trades Council, et al., (Westinghouse Electric Co.). Mme Workers &John L. Lewis (Southern Coal Producers Association). AFL-Meat Cutters &Butchers, Local 303 (Western, Inc.). AFL-Boilermakers Local 92 (Richfield Oil Corp.). United Construction Workers, UMWA (Kanawha Coal Operators Association). AFL-Meat Cutters &Butchers, Local 172 (Producers Produce Co.). AFL-Teamsters, Local 649 (Jamestown Build- ers Exchange, Inc ). Longshoremen &Warehousemen &AFL- Sailors Union of the Pacific, (Pacific Man- time Association). Longshoremen &Warehousemen, Local 48___ Longshoremen &Warehousemen, Local 13. Newspaper &Mail Deliverers Union of New York, (New York Times, Inc., et al). AFL-Electrical ;Workers, Local 1 (Caronde- let Neon Sign Co.). National Association of Broadcast Engineers & Technicians (Teleprompter Service Corp.). AFL-Lathers, Local 234 (Acoust Engineer- mg Co.). Anheuser-Busch, Inc , and AFL-Teamsters, Locals 153 &843 (CIO-Brewery Workers). AFL-New Furniture &Appliance Drivers, Warehousemen &Helpers Union, Local 196 (Bigelow-Sanford Carpet Co., Inc.). AFL-Teamsters, Local 942 (Boyden Ice Co )_","May 3,1949 Jan. 18,1950 May 17,1950 May 22,1950 July 5,1950 Aug. 17,1950 Aug. 24, 1950 Jan. 5,1951 Jan. 6,1951 Mar. 28,1951 Mar. 1,1951 Apr. 16,1951 Apr. 24, 1951 June 8, 1951 June 12,1951 June 1,1951 June 18, 1951",10 (1) 10 (j) 10 10 (1) 10 (1)__ 10 (1)__ 10 (1) 10 (1)__ 10 (1)__ 10 (I) 10 (j)- 10 (I) 10 (1) 10 (1)' 10 (j) 10 (1)_ 10 (I),"(1)__ Sept. 15, 1950 Jan. 5, 1951 Jan. 8, 1951","Sept. 19, 1950 Jan. 9,1951 Mar. 15,1951","June 10,1949 , Feb 11,1950 (2) July 27, 1950 Sept. 19, 1950 (2) Jan 30,1951 Mar. 15,1951 (2) Apr. 10, 1951 (2) (2) (2) Aug. 17,1951 June 12, 1951 (2)","July 25, 1950","Dec. 5, 1951 Oct. 10, 1951 Dec. 12,1951 Sept. 6, 1951 Aug 13,1951 July 7, 1951 Nov. 16,1951 Mar. 20, 1952 Mar. 24,1952 Apr. 25, 1952 Sept. 12, 1951 Jan 28, 1952 Jan. 17, 1952 Dec. 19, 1951 Jan. 10, 1952","May 11, 1951 Feb. 19, 1951 Aug. 21,1951 June 29,1951 (1) Feb. 23,1951 May 11,1951 May 11,1951 May 11,1951 4 Aug. 14, 1951 Aug. 6, 1951 Aug 30,1951 Dec 18, 1951 Jan 4,1952 Nov. 9,1951"
