row_label,col_1,col_2
B1 Analysis of 8(bX4),B1 Analysis of 8(bX4),B1 Analysis of 8(bX4)
Total cases 8('X4),1725,100.0
8X4XA).,87,5.0
OMB),1304,75.6
80X4XC),7,0.4
8(b)(4)(D),254,14.7
8(bX4XAXB),63,3.7
8(bX4XAXC),2,0.1
8(bX4XBXC),5,0.3
80:1X4XAXBXQ,3,0.2
',','
BOX4)(A),155,9.0
MOM,1375,79.7
8(iX4XC),17,1.0
8(bX4XD,254,14.7
B2. Analysis of 8(bX7),B2. Analysis of 8(bX7),B2. Analysis of 8(bX7)
Total cases 8(bX7),263,100.0
8(b)(7)(A),46,17.5
B(bX7X13),19,7.2
8(hX7XC),183,69.6
80X7XARB),1,0.4
8(bX7XAXC),13,4.9
8(bX7XAXBXC),1,0.4
',','
80X7XA),61,23.2
8(bX7RB),21,8.0
NhX7RC),197,74.9
C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e),C. Charges filed under Sec. 8(e)
Total cases 8(e),88,100.0
Against unions alone,85,96.6
Against employers alone .,3,3.4
D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g),D. Charges filed under Sec. 8(g)
Total cases 8(g),40,100.0
