row_label,col_1,col_2
A Charges filed against employers under sec 8(a),A Charges filed against employers under sec 8(a),A Charges filed against employers under sec 8(a)
Subsections of sec 8(a) Total casi-s,24852,1000
8(aXI),3824,154
8(a)(1X2),218,09
8(a)(1)(3),9408,37 9
8(aXIX4),205,08
8(aXIX5),7280,29 3
8(a)(1)(2)(3),176,07
8(a)(1)(2)(4),4,00
8(aX1X2)(5),124,05
8(a)(1X3X4),653,
,,26
8(aXIX3X5),2714,109
8(a)(1X4X5),12,00
8(aX1X2X3X4),15,01
8(a)(1X2)(3)(5),125,05
8(a)(1)(2X4)(5),8,00
8(a)(1X3X4)(5),68,03
8(a)(1)(2)(3X4X5),18,01
',','
8(8)(1)2,24852,1000
8(aX2),688,28
8(aX3),13177,531
8(aX4),983,39
8(aX5),10349,402
B Charges filed against unions under sec 8(b),B Charges filed against unions under sec 8(b),B Charges filed against unions under sec 8(b)
Subsections of sec 8(b) Total cases,10580,100 0
8(3)(1),6307,59 6
8(bX2),124,12
8(bX3),525,50
13(bX4),1391,132
8(bX5),7,01
8(b)(6),4,00
8(bX7),290,27
8(b)(1X2),1432,135
8(bX1X3),366,35
8(b)(1X5),8,01
8(bX1X6),12,01
,4,
8(b)(2X3),,00
8(bX3)(6),7,03
8(bX1X2X3),81,08
8(b)(1X2X5),12,0!
8(bX1X2X6),,
8(b)(1X3X5),2 i,00 00
8(b)(1X3X6),2,00
8(b)(1X2X3X5),2,00
8(b)(1X2X3X6),2,00
8(b)(1)(2X3X5)(6),I,00
8(b)(1),8228,77 7
8(bX2),1660,156
8(b)(3),991,94
"8(,X4)",1391,132
8(hX5) 8(bX6),31 30,03 02
80X7),290,27
