row_label,col_1,col_2,col_3
21-RC-172 9-RC-9,"' Shell Oil Co. Siegel, Henry I., & Co., Inc.",20-RC-65,Oil Co. Treasure' Island Food Products.
2-RC-417,Simpro Corp.,13-RC-29,Tucker Corp. -'
13-RC-173,Sinclair Refining Co.,1-RC-415,Twin Cities Motor Co.
36-RC-69,",Smith, A. B., Chevrolet",,Underwood Corp. Union Electric Power
13-RC-85,"Co. Smith, A. 0., Corp., Ran- kakee Works. Co.",2-RC-283 14-RC-269 5-RC-41,Co. Universal Moulded Prod-
1-RC-85 21-RC-204,Smith & Wesson Solar Aircraft Co.,1-RC-199,ucts Corp. United Chocolate Re-
20-RC-61,Sound Lumber Co.,,"finers, Inc."
10-RC-4,"Southeastern Industries, Inc.","21-RC-246""",United Concrete Pipe Corp.
18-RC-13,Southeastern Iowa Elec- tric Cooperative Asso-,1-RC-65,"United States Finishing Co., The."
32-RC-1,ciation. Southern Central Co.,1-RC-30-7,United States Gypsum ' Co.
107 RC-115,Southern Iron & Equip- ment Co.,7-RC-44,United . States Gypsum
16-RC-86,Southern Pacific Trans- port Co.,13-RC-167,Co. United States Gypsum Co.
10-RC-41 1-RC-293,Southern Sole Co.,13-RC-196,United States Gypsum
13-RC-26,Spargue Electric Co. Spencer Cardinal Corp.,15-RC-37,Co. States Gypsum
7-RC-64,Square DCo.,,United Co.
2-RC-60 7-RC-9,"Squibb, E. R., & Standard Oil Co.,",16-RC-61,United States Gypsum
8-RC-18 20-RC-9,"Indi- ana. Standard Oil Co., Ohio.",16-RC-142,Co. United States Gypsum Co.
1-RC-45,"Standard Oil Co., Cali- fornia.",17-RC-107,United States Gypsum Co.
5-RC-27 4-RC-96,"Standard Romper Co. Sta-Kleen Baker, Inc.",18-RC-86 20-RC-14,United States Gypsum Co.
,"Star Metal Manufactur- ing Co., Inc. Starrett Bros.",5-RC-38,United States Pipe & Manufacturing Co.
2-RC-93 9-RC-6,"Steel Products Engineer- ing Co., The.",,United States Rubber Co. . .
•14-RC-3 15-RC-63,"Steelweld Equipment Co. Stephens Broadcasting Co. Inc., Station",13-RC-109 34-RC-53,United States Rubber Co. United States Rubber
,Wl3SU. •,,"Co:, Seaboard Stevens Plant."
34-RC-35 10-RC-148 20-RC-88,"Sterling Cotton Mill. Stokely Foods, Inc. Stone & Webster",1-RC-178,United States Time Corp.
1-RC-111,En- gineering Corp.,14-RCe-201 20-RC-110,"Valier-Spies Milling Co. Valley Truck & Tractor ,Co."
21-R0-256,Sun Chemical Co. Sunset Milling & Grain Co.,10-RC-3 34-RC-30,"Veneer' Manufacturing Co., Plant No. 1. Veneer Products, Inc. Victor Electric Products,"
"1-RC.,-416 2-RC-200",4-RC-14 Sun Ship Building & Dry Dock Co. Superior Baking Co.,9-RC-102 •,Inc.
36-RC-86,Swift & Co.,37-RC-6,"Wagon Wheel, Inc."
10-RC-141,"Taggasell Motors. Tampa Sand & Mate- rial Co., Inc.",10-RC-149,Ward Baking Co. Warwick Lumber
13-RC-106,Teletype Corp.,10-RC-56,"Co., P. Gill & R. H. Van"
8-RC-100,Telling Belle Vernon Co.,,"Landingham, copart- ners, d/b/a."
2-RC-215 16-RC-112,Terry Tissue Corp. Texas Hardwood Manu- facturing Co.,• 2-RC-246 18-RC-136,Washburn Wire Co. Waters-Conley Co.
,"Thalhinier Bros., Inc.",,"Weir, Sherman, Inc. Wells Fargo"
5-RC-29',,2-RC-237,
,,,Carloacling
,"Thonet Brothers, Inc.",• 13-RC-32,
,,,Co.
4-R0-24,,,
