row_label,col_1,col_2,col_3
10-RC-371,"MacDonald Printing Co , Inc.",14-RC-434,"May Department Stores Co., d/b/a Famous"
39-RC-66 10-RC-482,"McCarthy Chemical Co. McClellans Store Co. P.,",4-RC-347,"Barr Co. Mechanical Devices Co.,"
10-RC-495,"McDonald, Wm. Corp.",36-RC-282,Inc. Meier &Frank Co.
8-RC-169,McGean Chemical Co.,1-RC-631,"Mercer Paper Tube,"
15-RC-32,McGraw Curran Lum- ber Co.,21-RC-233,Inc. Merchants Fire Dis-
4-RC-3O6,"McIntire, Magee& Brown Co.",18-RC-345,patch. Meredith Publishing
15-RC-142,"McKamie Cleaning Co., Inc.",13-RC-440,"Co. Metal Cutting Tools,"
15-RC-161,"McKesson &Robbins, Inc.",,Inc. Metropolitan Ice Co.
14-RC-224,"McKesson &Robbins, Inc.",1-RC-490 2-RC-878,Metropolitan Life In- surance Co.
16-RC-221 2-RC-798,"McMillian, Earl, Co. Macy, R. H., &Co.,",18-RC-400,Metropolitan Life In- surance Co.
,Inc. Madison-Kipp Corp.,7-RC--221,Midland Steel Products
31-RC-29,,,Co.
1-RC-927,"Magrane, P. B., Inc.",4-RC-313,Mid-States Gummed
1-RC-355 7-RC-413,"Mahoney Chair Co. Mahon, R. C., Co.",7-RC-172,Paper Co. Midwest Metal Prod-
34-R C-104,"Maiden Spinning Mills, Inc.",10-R C-539,ucts Co. Miller Concrete Pipe
1-RC-539,"Maine Central Trans- portation,Co.",15-RC-252,Co. Miller Lumber Co.
16-RC-345,"Maims Sand &Gravel Co, Inc.",13-RC-443 6-RC-303,"Miller-Woll, Inc. Mine Safety Appliances"
14-RO-608,Mallinckrodt Chemical Co.,13-RC-615,Co. Minneapolis Moline Co.
1O-RC-480,"Malone Freight Lines, Inc.",18-RC-257,Minnesota Mining& Manufacturing Co.
1-RC-791,"Manchester Wood Heel Co., Inc.",14-RC-424,"Missouri Distributing Co., Inc."
34-RC-136,Manhattan Shirt Co. Manhattan Wire Goods,17-RC-282,Missouri Service Co. Mississippi Tank Co.
2-RC-540,Co.,15-R C-171 9-RC-412,Model Laundry Co.
7-RC-456,Manistee Salt Works. Mariner Steamship Co.,10-RC-323,Modern Coach Corp.
2-RC-635,Marion Power Shovel,31-RC-36,Modern Equipment Co.
8-RC-194,Co.,10-RC-527,Modern Upholstered Chair Co.
34-RC-114,Marshall Manu- facturing &Process-,13-RC-250 21-RC-804,Monarch Air Service. Monolith Portland Ce- ment Co.
4-RC-312,"ing Co. Marshall, Thomas M.,",5-RC-148,Monroe Upholstering
10-RC-531,Co. Martin Brothers.,10-RC-368,Co. Monsanto Chemical Co.
20-RC-373,"Martinelli, S., &Co.",14-RO-441,Monsanto Chemical Co.
15-RC-79,"Martin, Roy 0., Lum-",14-RC-451,Monsanto Chemical Co.
9-RC-203,"ber Co , Inc. Martin, W. R., Co.",19-RC-46,Monsanto Chemical Co. Monte Alto Citrus Asso-
10-RC-418,"Mary Jane Stores of Florida, Inc.",39-RC-50,ciation.
5-RC-316,Maryland Dry Dock,33-RC-67,Montezuma Grocery Co. Montgomery
7-RC-168,"Co. Mastick, Inc.",17-RC-312,Ward& Co.
36-RC-262,Matheny Creek Lum-,21-RC-807,Montgomery Ward& Co.
5-RC--220,ber Co. Mathieson Chemical Corp.,15-RC-41,"Monticello Charm Tred Mills, Inc."
15-RC-59,Mathieson Chemical,15-RC-92,"Monticello Cotton Mills, Inc."
,Corp.,,
5-RC-320,"May Co., Department Stores.",21-RC-463,Morenci Water &Elec- tric Co.
