row_label,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
Delaware,8,3,1,1,0,1,5,510,4-68,140,125,11,0,4,328,54
Maryland,80,35,25,7,1,2,45,5356,4629,2313,1639,380,6,288,2316,2354
District of Columbia,31,23,21,1,1,0,8,1016,901,590,453,28,103,6,311,870
Virginia,54,30,19,5,1,5,24,3111,2785,1348,993,214,10,131,1437,1600
West Virginia,28,15,10,3,2,0,13,1216,1091,531,456,37,38,0,560,614
North Carolina,43,19,15,4,0,0,24,17116,15872,6317,6111,206,0,0,9555,2117
South Carolina,17,4,4,0,0,0,13,1519,1378,610,560,50,0,0,768,421
Georgia,72,36,26,10,0,0,36,9064,8264,3791,3015,591,30,155,4473,3.160
Florida,80,30,19,10,0,1,50,6234,6083,2412,1856,534,10,12,3671,"1,470 12,660"
South Atlantic,413,195,140,41,5,9,218,45142,41471,18052,15208,2051,197,596 14,"23,419 2,211",942
Kentucky Tennessee,60 73,28 34,15 17,11 16,1,1,32,"4,204 9,603","3,822 8,684","1,6:1 4,098","1,250 3,301",262,85 0,389,4586,3253
Alabama,61,30,26,4,0 0,1,39 31,3884,3607,1769,1615,408 121,14,19,1.838,1399
Mississippi,22,5,4,0,1,0 0,17,1730,1619,588,516,19,14,39,1031,368
East South Central,216,97,62,31,2,2,119,19421,17732,8066,6682,810,' 113,461,9666,6362
Arkansas,37,16,15,1,0,0,21,4161,3659,1801,1713,88,0,0,1858,2048
Louisiana,43,21,14,6,0,1,22,1799,1639,816,635,154,5,42,803,954
,25,8,5,1,0,2,17,891,815,321,247,34,0,40,494,
Oklahoma Texas,95,43,26,14,0,3,52,5479,4980,2473,1594,829,0,50,2507,"269 2,559"
West South Central,200,88,60,22,0,6,112,12330,11093,5431,4189,1105,5,132,5662,5830
Montana,31,15,13,1,,0,16,853,735,,175,30,104,0,426,231
Idaho,15,6,5,1,I 0,0,9,1096,1001,309 281,263,14,0,4,720,271
Wyoming,5,4,2,1,0,,1,164,,,35,8,1,60,50,141
Colorado,55,,,,0,1,,,154,104,,,,,817,795
,16,24 8,19 4,1 2,,4,31,1823,1607,790,569 164,70 77,0 0,151 105,335,520
New Mexico Arizona,26,9,7,2,0 0,2 0,8 17,"726 2,203","681 2,022",346 914,767,147,0,0,1108,628
Utah,17,,,4,,0,9,989,875,307,163,,56,0,568,170
,,8,4,,0,,,,,,,108,,,,
